"","CATT_Train_Bias","CATT_Test_Bias","CATT_Train_PEHE","CATT_Test_PEHE","CATT_Train_RLOSS","CATT_Test_RLOSS","CATC_Train_Bias","CATC_Test_Bias","CATC_Train_PEHE","CATC_Test_PEHE","CATC_Train_RLOSS","CATC_Test_RLOSS"
"S-BART",-0.794099838059983,-0.787182360708456,1.84331964058058,1.84165972020015,0.1507697445099,0.152412163662475,-0.91713637358213,-0.909683397402577,1.8922658582239,1.90576838203679,0.191200570784801,0.191193567455226
"T-BART",-1.77386425750182,-1.74867103386294,6.6549781357663,6.61717626026013,0.147808532492988,0.15175907208674,-0.991690603036834,-0.940190106720058,6.78235949941127,6.72804330922166,0.185866262213444,0.192603672477444
"X-BART",-0.533301295364336,-0.515886089323837,5.08572484706368,5.05208766014243,0.149807827782346,0.152688645735988,-1.38239599717605,-1.29492828995575,5.06156162628479,5.04304757281592,0.187275381126776,0.192711585788635
"R-LASSO",-1.46968455357799,-1.4641963870178,2.3151404798334,2.30802990316039,0.150998278767105,0.152491594245731,-1.82975052374694,-1.83924416722981,2.50169770535571,2.52628356146258,0.191551883552365,0.191088580376077
"R-BOOST",-5.75351494072623,-5.62661771596326,11.9796125001189,11.8394528699243,0.14755518338551,0.153137495888599,-5.8239790892296,-5.84546218637788,12.2526573243857,12.0420995151148,0.179092690437576,0.196068864372659
"CF",-1.73248214244693,-1.72636471892728,2.19940225260494,2.18725867488926,0.151270608613149,0.152425295312641,-1.95257197346264,-1.93949581814251,2.38772875519813,2.34650666203032,0.192799776074354,0.190869961058523
"BCF",0.717999794122725,0.731267956498292,2.89205933497861,2.89138111789906,0.1505627068447,0.152503478473812,0.150599263153718,0.18080873654162,2.87614661380949,2.88899049198295,0.189565751457224,0.19168926352547
"S-RF",1.43370536950779,1.48694121421713,7.6356845781022,6.8004658320243,0.140413222164885,0.151706968273355,2.2514963757229,2.21146414918318,8.00957183055459,6.82671167595419,0.167502537218988,0.19368294343716
"T-RF",-2.42054468076521,-2.22600238923768,16.7566538156473,14.473416982133,0.126882890267513,0.152417090563169,-0.755419976936128,-0.875787363966922,17.1793741283771,14.6172385627668,0.142427632045404,0.20035260940925
"X-RF",-0.663118009362418,-0.667801120726825,9.21398793326492,9.05731714773231,0.146612453685786,0.15220970815065,-1.25777506031313,-1.05971254341611,9.51255285997751,9.00337518029336,0.17678838860254,0.193723667783179
