"","CATT_Train_Bias","CATT_Test_Bias","CATT_Train_PEHE","CATT_Test_PEHE","CATT_Train_RLOSS","CATT_Test_RLOSS","CATC_Train_Bias","CATC_Test_Bias","CATC_Train_PEHE","CATC_Test_PEHE","CATC_Train_RLOSS","CATC_Test_RLOSS"
"S-BART",0.300545875460327,0.298770579405856,0.170251403026906,0.171196588204728,0.00045645355447377,0.000595186966260929,0.309729098568986,0.312538111659566,0.178330239172785,0.183506939216625,0.000521842228360304,0.000903888330055176
"T-BART",0.303651624234273,0.31917975904567,0.168464872291927,0.181123761394932,0.000451882562750519,0.00058293448979283,0.327257736814959,0.343087803279462,0.180976573703626,0.204629246734422,0.000500095705800011,0.000933770051126368
"X-BART",0.309364611686206,0.314386830212816,0.17658217202662,0.184445261425301,0.000452825842689044,0.000584590552227976,0.320999621955822,0.325382825665541,0.182906035469252,0.199291490620954,0.000509725289642894,0.000922581382633456
"R-LASSO",0.314825392635439,0.313739521018726,0.270095962347949,0.267347629943987,0.00045884705298366,0.000595500092577089,0.323821306914003,0.321397053446324,0.275166933423619,0.27595521005992,0.000523247208729127,0.000897674867429719
"R-BOOST",0.320319021026908,0.324112479817064,0.35770433405327,0.355838319395213,0.000470780587608097,0.00058890523043077,0.327301156858412,0.334758096483392,0.36439130430058,0.364265572035632,0.000549369015904108,0.00092423884430426
"CF",0.313798488509613,0.3150716947017,0.21179689336471,0.214008464138507,0.000461527191193283,0.000599467153231463,0.3172950312973,0.317222824717361,0.21485539314689,0.217798557241372,0.000530024451131005,0.000898295894423714
"BCF",0.193202766550527,0.196156427265691,0.181871708149874,0.186097257124036,0.000454753277357582,0.000592643920311678,0.201323086864294,0.206982964953276,0.184871338094274,0.192069602006262,0.000514611372853564,0.00089475644147775
"S-RF",0.134885807508237,0.143275626941097,0.118257810612321,0.120658861757246,0.000446104093222727,0.000587661461437833,0.16173786167724,0.166502181414943,0.130394336870389,0.128909187308823,0.000478920134039844,0.000895217764067818
"T-RF",0.312031189395625,0.323594443019806,0.122240010529367,0.146756926559752,0.000390627408965131,0.000573226862126631,0.341710476935946,0.351464143905119,0.146692623035669,0.16852501042845,0.000391087416313808,0.000922688593886212
"X-RF",0.328737079525685,0.323778691690064,0.215565531900572,0.217216854446364,0.000444412352270087,0.000585295920207075,0.335233430515805,0.340337342911125,0.211846784469322,0.238341497791386,0.000522207213961502,0.000919897945827531
