"","S-BART","T-BART","X-BART","R-LASSO","R-BOOST","CF","BCF","S-RF","T-RF","X-RF"
"1",0.0184649944058296,0.144569217808762,0.0458231650896073,0.00758061437455357,0.229366915300488,0.0439089985188165,0.00499283887711628,0.0230486297060312,0.315389222705705,0.0546587559974074
"2",0.0362376592074632,0.205343414922103,0.0648707479686189,0.000324686503978785,0.288728578016162,0.0854773614019396,0.012629650632192,0.0238748157188931,0.371490654972695,0.0872344071621641
"3",0.0521174647486357,0.172954986136363,0.0667216777293501,0.0028225748203722,0.219922279939055,0.0649496591555701,0.012228167878982,0.0211380686863663,0.357607404585034,0.0556432908423223
"4",0.00945905204561747,0.196535582388122,0.0650169719716754,0.00228914277414209,0.0933403091039509,0.0431043909437947,0.00686454745821675,0.0199692683252063,0.373645757670247,0.0569685236110874
"5",0.0360920011364644,0.155615764456644,0.052911306185905,0.00619489643501234,0.150248792488128,0.0330427977572128,0.0165805508053482,0.0199839889728979,0.319293239156512,0.0429556069339706
"6",0.0792979080510499,0.202240926252178,0.0445764007562503,0.00656624276665573,0.154573365580291,0.0546424573310352,0.000186737255357938,0.023912949013386,0.361846084972115,0.0645859885976021
"7",0.0638232383956733,0.18560651949432,0.0499064634914597,0.00315696583484399,0.165213691070676,0.0421921631884204,0.00864673671268595,0.0223814149169765,0.348085731969889,0.0653861143359907
"8",0.0695747118502183,0.183819377886477,0.043118740359848,0.000363111261252847,0.209944485686719,0.0852839351807173,0.00544178445205573,0.0244818851103925,0.337783475755812,0.0715659438464128
"9",0.05765117974089,0.206914983165593,0.0481986246316768,0.010381663530189,0.321171642281115,0.0552254686791558,0.00549711713933438,0.0266506182399401,0.350046772873782,0.0667922555861195
"10",0.0406643461309564,0.203415284959956,0.0468178147647301,0.00256575342427077,0.0769239210058004,0.0490235918085687,0.000442404431664423,0.0219221101130472,0.322829630738737,0.0592607420543136
"11",0.036296158228009,0.143854536597897,0.0258170479059928,0.0041860383384122,0.0870465708430856,0.0692061287896209,0.0121716442767565,0.0218992518939557,0.348532818016341,0.0635204681519746
"12",0.0234403075693739,0.146011373974871,0.0440230061934795,0.0039380108810023,0.249228975735605,0.0724503179295769,9.73934997415191e-05,0.0216249984750713,0.34441435276461,0.0731961748719252
"13",0.027757007626951,0.165836227784851,0.0490023468282065,0.00114590367884521,0.185434974264354,0.029207864942048,0.00589321675251388,0.0217351009283422,0.32469479863071,0.0503127071389521
"14",0.0181180988476955,0.161632822639126,0.0490010078184991,0.000363653197210569,0.326107814908028,0.0566457798702458,0.00133538144007626,0.0239577705257085,0.390441013695747,0.0647302294184721
"15",0.0425185693950869,0.169540578235206,0.0593355353275227,0.00277000372896449,0.391057366505265,0.0504176196517713,0.00371955189980722,0.0198602089922166,0.316632025749756,0.0651875521217732
"16",0.0261041771636606,0.17482587966909,0.0615792667621645,0.00672557156585702,0.200150161981583,0.0408739169157367,0.00267371136698741,0.0240759888486402,0.335643204202408,0.058135895636542
"17",0.0506663634583034,0.138453104693731,0.031466468630694,0.00312310532575,0.0378495256882161,0.055340034142492,0.000705826537071256,0.0214667635299905,0.369411726247018,0.0657698217891071
"18",0.0360875088435958,0.157726614188377,0.0397387361478175,0.00514621007187969,0.166933494620025,0.0507009335853845,0.0126027941328012,0.021756267474321,0.342797889472013,0.0613802307063716
"19",0.0153671537378351,0.154341880873621,0.0561166068253097,0.00627098837931868,0.209624390117824,0.0432701840007037,0.00437230269453133,0.0249081026766012,0.357121184581567,0.0622920424825792
"20",0.0174385228214973,0.164016821942756,0.0386621420416718,0.000786713810572418,0.193561008200049,0.0862700920622239,0.00358894328442811,0.021684018241465,0.331252337905592,0.0569338345498395
"21",0.0542974290557955,0.145079856287349,0.0615999105872993,0.00262530656100562,0.06335424259305,0.0560215099560672,0.00440418181703949,0.0248933719466357,0.349862212358267,0.0570528276639466
"22",0.0342569445275487,0.177204721008122,0.0717052035310299,0.00494095322753169,0.180736894253641,0.0696535983157767,0.00574835004119958,0.027601234275968,0.378255562591832,0.0911723643021831
"23",0.0434353321457496,0.16670865762282,0.0485596579625217,0.00501730167346543,0.255866418592632,0.0802124294294184,0.0129254711898426,0.0268823424394529,0.318110577108276,0.0678637215419054
"24",0.0773649141190415,0.201549603746139,0.0620446350885085,0.00344079145157105,0.341050303541124,0.0604472815043662,0.00640777996219599,0.0219376931947208,0.341850390518313,0.0782743552162567
"25",0.04987606393954,0.243714262784896,0.0677280797441481,0.00373266891373407,0.148268369957805,0.0450286090936318,0.00252257511566646,0.0218304753539463,0.355468303792633,0.0521066808095179
"26",0.041698326493648,0.158901227537327,0.0472629355386608,0.00491310943882761,0.209729000926018,0.0672988562893753,0.00445595095127429,0.0224184276112374,0.350073029228595,0.0761030858139937
"27",0.0142610414807726,0.17241827134829,0.0605739871450187,0.00383822554613982,0.286780181340873,0.0514351541282669,0.000579330660300008,0.0258170053610079,0.357568611494014,0.0675685301622832
"28",0.0313489813786117,0.189358423547395,0.054145843876668,0.000843964485870815,0.241073500365019,0.0300547286795251,0.000367547205215349,0.0192948164571551,0.358203063139028,0.0626228019766362
"29",0.033367421802022,0.145834781938171,0.031988430180666,0.00609469241407692,0.211461447179317,0.0804493679185059,0.0112412851447407,0.0217070481779298,0.379174619277709,0.0685547375849517
"30",0.062898820447048,0.170885241204091,0.0567247399197562,9.55325100654882e-06,0.121795560698956,0.0990021406185053,0.00415089410317598,0.0189785995522504,0.35117185616119,0.059757497853803
"31",0.0821005975482496,0.157950877125726,0.0411711612458138,0.00298006760805112,0.184337608516216,0.0382196708187687,0.0112102083026557,0.0206294827685148,0.323992845489665,0.0568498452179451
"32",0.00324854878343738,0.163151412192136,0.0573354745205924,0.00314246457863964,0.123995589092374,0.0777552273654569,0.00914307068928042,0.0214157700672893,0.326004379828928,0.0679717939098073
"33",0.0211438722198085,0.17419856921076,0.0536975514623624,0.00161925214627351,0.313432677648962,0.0616310029394629,0.00247844445777011,0.0232181665588861,0.391974076697577,0.0571886044006863
"34",0.0374530013760911,0.176642082574168,0.0428538826210286,0.0083582799834085,0.134324748069048,0.0720583681086893,0.00518699327231215,0.0234472685073102,0.313942899817876,0.047659893353341
"35",0.0134762160183629,0.203213828497349,0.0458020931359909,0.00667738951284932,0.170042889658362,0.0434291139880803,0.00397659615739044,0.0207244240595199,0.330079183073324,0.0444530005675645
"36",0.0256567720236562,0.197573930710967,0.066853260184485,0.00455891560619245,0.23275522980839,0.0489525816114718,0.0107221260319603,0.0201987885221743,0.338882842570722,0.0756118207141594
