CMGP,NSGP
0.19025567706000104,0.19161357732555015
0.02910417465687709,0.029149150473157744
0.04039708284075473,0.037078829218243646
0.05433793615218314,0.058859518101344946
0.152118894817684,0.15341273914862216
0.0571080541360099,0.05973000442482615
0.1640066790673062,0.08484114063904595
0.05820128686763742,0.12598591872950712
0.16781056249957868,0.17857175069393647
0.18842508051495271,0.18848740400799308
0.16279127595352244,0.16264150260775298
0.09886921135835876,0.09886730956202017
0.07683938038656828,0.07884583378791066
0.09331458161442356,0.12173298705239244
0.38442116836045126,0.3844925572076272
0.1774054260472215,0.18130195862894333
0.18791030541335338,0.18894103789673758
0.12260612757877318,0.12743718777546628
0.01929047871126877,0.019864541169282424
0.20275246041633702,0.1981926292789433
0.046444259742190616,0.01290669877401465
0.0563524801906526,0.05947115084203604
0.022437392552698433,0.022579381042863774
0.3286791892875235,0.3283762278874382
0.11822568612935525,0.11484101662435771
0.21140180130372996,0.21203140232629117
0.18066785729978702,0.18514411524368696
0.17104448136408804,0.3591216216179469
0.28265413315115573,0.28376631746376824
0.12934531144431596,0.06890004460675836
0.08573691229592403,0.09219334388404735
0.06470971684449399,0.06466512159811173
0.02935417673457521,0.027658796179191425
0.06742377028164076,0.07340068986560294
0.14608835270439238,0.14487764151212565
0.3076255638465834,0.23828670171719596
0.053898972258952856,0.04649343815522991
0.04509162944095422,0.045118846687507944
0.21980055258506356,0.21978522837543973
0.19048129498804592,0.2782134002535285
0.10558667167647783,0.10290226978362432
0.17540685198509756,0.17517970558552204
0.12898767958964516,0.12530698225183914
0.23707068719755522,0.03255220309699815
0.10525045367967732,0.10518513509691509
0.008973222912050943,0.008178677478950062
0.19646206634299718,0.19642172609989136
0.15251224435445074,0.15594200112379927
0.09213797007893938,0.09732224777897512
0.02281007487445268,0.022539139987025565
0.04718133105401841,0.0545744993351282
0.2028089430740087,0.19821452975954915
0.0029428836018088145,0.0006324678586247521
0.030855181246274253,0.03076149031936385
0.12750224685365008,0.16633420102065816
0.04150147721260138,0.04152846584476726
0.10855610403081091,0.05422151888950974
0.02314835896148612,0.03117269851242262
0.07406508612153745,0.0703790906654424
0.09230098074670409,0.09226686903197316
0.0016645975795390301,0.2576710210708285
0.036468749872130446,0.018927451606623395
0.11184836535203145,0.11215166424926115
0.15157900838962682,0.1714447167191397
0.005271090019054982,0.0026700790377443342
0.10806030284814183,0.10812216333098332
0.18615135434479496,0.19489421671789547
0.24897624340969132,0.035884030421058435
0.1097418487297303,0.10979451025542902
0.1427765944888996,0.14489752340985454
0.005929695009999077,0.0056686358905247225
0.049282105090590424,0.04946285595018586
0.176382759282645,0.1807331570739953
0.0375236634645497,0.036621381757974976
0.23356262465720157,0.23138909184159065
0.05960950836202734,0.05646627544388583
0.07476923543292345,0.07434002262577237
0.21610455342849164,0.020166181463040063
0.16163552887716146,0.1617651931440961
0.11696945576967552,0.11618983482775512
0.018233174931249454,0.01856798556799766
0.06552160851529187,0.0713627880556893
0.10703666182612921,0.14950928617455816
0.329564136819604,0.3311448923747232
0.04514903057880164,0.04601007049356067
0.1527642098240958,0.15056092950432226
0.1161842309749857,0.16411140478148661
0.020254040810821456,0.101768247967019
0.17644057067754418,0.18216399167244257
0.199831937400168,0.1999889060781461
0.008232889621648165,0.008334767834883157
0.013222575361400807,0.01096627304516767
0.07410642894480753,0.07408648889065361
0.13050668075459695,0.10676350827521026
0.1718141815556296,0.19411244579688836
0.05588486489579828,0.04945206991533975
0.061601008854750956,0.05639022345113217
0.13367633594857897,0.13376496895374854
0.06870897173652271,0.06852440388568179
0.0021582370490514187,0.002487084103700193
