"","CATT_Train_Bias","CATT_Test_Bias","CATT_Train_PEHE","CATT_Test_PEHE","CATT_Train_RLOSS","CATT_Test_RLOSS","CATC_Train_Bias","CATC_Test_Bias","CATC_Train_PEHE","CATC_Test_PEHE","CATC_Train_RLOSS","CATC_Test_RLOSS"
"S-BART",0.0442430565800019,0.0383116093420263,0.54862265097829,0.551707002383711,0.00146727129655492,0.00147697615425261,-0.0248567575019808,-0.0241275015443799,0.551728943870554,0.554212053835791,0.00182821481135127,0.00185405965105691
"T-BART",-0.0552896965756123,-0.0597366812475071,1.03177772198051,1.03885358276309,0.00142734741178974,0.00145501774087161,-0.0610516091364838,-0.0603796195593219,1.0253217920731,1.02555471303311,0.00184716608381806,0.00200291759462027
"X-BART",0.0183610070672542,0.013105372707001,0.768233992796289,0.773957091192684,0.00145590605435732,0.00146825993148284,-0.0244045319876526,-0.0262768046847578,0.772718230323592,0.77930746722436,0.00182453697436973,0.00191679097616712
"R-LASSO",0.0559473567322565,0.0499790154150643,0.557442880943646,0.558054980090462,0.00148029989430842,0.00148878526396561,-0.0631610965102366,-0.057711688602572,0.565282876792468,0.562169452258194,0.00181113934111562,0.00179372234078262
"R-BOOST",-0.12832173726864,-0.133705626865187,0.589154809191158,0.593042397542972,0.00150595405706032,0.00151429979294666,-0.311100620487344,-0.326372394659914,0.672147127688713,0.667187058114106,0.00171537892182285,0.00169575954409591
"CF",-0.0320213421994176,-0.0385443745048831,0.580192422635612,0.579313797362891,0.00149923498055178,0.00150676870504398,-0.19436834241353,-0.212951645782271,0.62790290894714,0.624365390760192,0.00175506906797751,0.00172406865982555
"BCF",0.0554468868328337,0.0484533883270488,0.800600857506433,0.807486898546708,0.00145730968839959,0.00147034442789709,0.000639394292667717,0.00534318218374155,0.791003095705618,0.807824061301408,0.00181124794653122,0.00191230993750878
"S-RF",-0.0494600158538248,-0.0469397285979627,1.35900264886637,1.25467567963625,0.00136764602598465,0.0014400911777618,-0.0541468073604692,-0.0365821131713948,1.33368266345176,1.24841175095462,0.00171438680906424,0.00211667650667191
"T-RF",-0.0766742516639366,-0.075785455995293,1.43173855359302,1.3349923255738,0.00136031141069495,0.00143362944687485,-0.0838460850042527,-0.0658726588096723,1.39517733075473,1.33238310832566,0.00174306458136119,0.00216194051458091
"X-RF",0.0387625163538688,0.0305813507810523,0.665485283108798,0.663343742621931,0.00147423606646567,0.00148825219612092,-0.0682963389953205,-0.0785125417818269,0.701251136280107,0.686397877853737,0.00172925836923336,0.00181646507774667
