"","CATT_Train_Bias","CATT_Test_Bias","CATT_Train_PEHE","CATT_Test_PEHE","CATT_Train_RLOSS","CATT_Test_RLOSS","CATC_Train_Bias","CATC_Test_Bias","CATC_Train_PEHE","CATC_Test_PEHE","CATC_Train_RLOSS","CATC_Test_RLOSS"
"S-BART",0.0119234241604873,0.0118892245109441,0.00720975320437568,0.00734049401669889,4.02163640012192e-06,9.09730033989549e-06,0.0117603022180267,0.0122466667750118,0.00747658836472257,0.0079053367015359,4.85044227564211e-06,1.09201828046719e-05
"T-BART",0.0131590440974505,0.0138452489974019,0.00667907201478322,0.00796917401456771,3.93630819589419e-06,9.30085032423748e-06,0.0121309067122042,0.0148670144860465,0.00737226973557832,0.00871111499252557,4.80025405961972e-06,1.13510887478238e-05
"X-BART",0.0119513658917415,0.0122012727486222,0.00659433881825257,0.00698244408064077,3.95239416175177e-06,9.14281264158266e-06,0.0118092889825046,0.0129916511917098,0.00661069606857971,0.00715934829422789,4.74105297638945e-06,1.1080082333956e-05
"R-LASSO",0.0113490710707491,0.0114551210913905,0.00948548444481163,0.00943484793267783,4.01976854976776e-06,9.09851563041783e-06,0.0115688207023678,0.0116019841092582,0.00938040617579051,0.00969832144275386,5.23317059689554e-06,1.0791391176893e-05
"R-BOOST",0.0180684834661491,0.0180680870106655,0.0180682520004014,0.0180679180020056,4.28872444237452e-06,9.09212893572984e-06,0.0180685578895945,0.0180683356176597,0.0180683164355902,0.0180681254266784,5.3683516929719e-06,1.09623037459237e-05
"CF",0.0123727096777253,0.012392745275552,0.00741059859624066,0.00760940882989162,4.0784602714193e-06,9.1693068190984e-06,0.0125150656961392,0.0128560014696738,0.00803073518560837,0.00830347138685347,4.85461483886745e-06,1.09640256266824e-05
"BCF",0.00646261844746504,0.00655477073167862,0.00769994971256146,0.00776781330589073,4.05982986346127e-06,9.06987798562895e-06,0.00716265543047414,0.00725767193497489,0.00779332558635532,0.00776225555490427,4.74128143259813e-06,1.09769523511899e-05
"S-RF",0.00323058393473111,0.00338539987698855,0.00229813270743273,0.00241041309179579,4.17798717505552e-06,9.07592465628634e-06,0.00372132404219141,0.00409524057959337,0.00257724692393344,0.00276795588264584,5.04553869381969e-06,1.07381377853765e-05
"T-RF",0.0136441193328479,0.0141111119094605,0.00718170408388593,0.00762930513572952,3.80089259170194e-06,9.15095834182686e-06,0.0131667791817097,0.01647707413025,0.00799403565440553,0.010614369636517,4.41866037539536e-06,1.20258447908107e-05
"X-RF",0.0127139629133237,0.0129358673468742,0.00686809680596574,0.00718592235581484,4.01473207030109e-06,9.05621592640657e-06,0.0127451811544491,0.0135344632065442,0.00748196418002527,0.00757320087376356,4.73507217215634e-06,1.09757531290713e-05
