"","CATT_Train_Bias","CATT_Test_Bias","CATT_Train_PEHE","CATT_Test_PEHE","CATT_Train_RLOSS","CATT_Test_RLOSS","CATC_Train_Bias","CATC_Test_Bias","CATC_Train_PEHE","CATC_Test_PEHE","CATC_Train_RLOSS","CATC_Test_RLOSS"
"S-BART",0.489124544422408,0.488304377136975,0.26200250237172,0.261022412458262,0.000867215009227281,0.00106232513926468,0.495179180340521,0.497202355031119,0.26154220694161,0.266300185123369,0.000971297809660759,0.00176343110590049
"T-BART",0.507936468322533,0.516873040265617,0.26858143067619,0.294866607728843,0.000868659130142407,0.00106708086158459,0.520248295279654,0.546183828541552,0.28555520081011,0.298930665348869,0.000948372930657258,0.00186765967310135
"X-BART",0.511224876779268,0.508703036245396,0.290513232331891,0.307311434646614,0.000863918970426281,0.00105267788689242,0.519396680591768,0.526759126530693,0.303272682477705,0.309387901406837,0.000948472404722923,0.00184990053719941
"R-LASSO",0.503743003590987,0.49854765940444,0.418585007666245,0.428715802649015,0.000869155000009584,0.00106879946376661,0.510041939455452,0.512549766876866,0.423847580380504,0.430495732357781,0.000974145373212686,0.00176344180695108
"R-BOOST",0.587912998033526,0.588620801248572,0.456275995838842,0.460543687078357,0.000837946841124332,0.0010843726002253,0.597296110820053,0.603278700137813,0.464441065231377,0.463333975587152,0.00100469828450015,0.00181304464505477
"CF",0.495575959780295,0.493967568875172,0.300400307533796,0.300848240584032,0.000871232316265074,0.00107533202669431,0.50036787497305,0.500156846350587,0.302939195289109,0.303657759469681,0.000984129222418094,0.0017551853825095
"BCF",0.318755628556451,0.3179559437511,0.282726625457059,0.284265155523531,0.000865799823497547,0.00106110733995167,0.326442831067296,0.329917668046036,0.285056629412665,0.286286075003265,0.000945535037424668,0.00174652075069242
"S-RF",0.21843554378469,0.220792031050108,0.165371393213257,0.174873307463727,0.000845975558179909,0.00106250319192705,0.249289737701269,0.247710033774562,0.173699698571873,0.166529895610565,0.00087523161683244,0.00180075628800781
"T-RF",0.517221596813828,0.521209944946171,0.196648833542639,0.237563180571447,0.00073896005406196,0.00107994357279911,0.54181387914251,0.554924989700432,0.201457262436369,0.231535515997216,0.000739454576620696,0.00193932667176962
"X-RF",0.550236172206976,0.526830284425914,0.267354410885299,0.267066868339531,0.000851703835114121,0.0010453444633516,0.541421242944687,0.54319034489338,0.260205685160859,0.267843941802122,0.000895818847935075,0.00190372733348017
