"","S-BART","T-BART","X-BART","R-LASSO","R-BOOST","CF","BCF","S-RF","T-RF","X-RF"
"1",-2.85070665048398,-2.76919219203102,-2.9124806681008,-2.88362923723636,-6.25750616462471,-3.72936391096412,-1.66510231179153,-1.29301868569406,-2.22959596890598,-2.77185987557549
"2",-1.56135603917021,-1.49788447444703,-1.55827151514017,-1.65922484375959,-6.03100252791288,-1.92607462563013,-0.647123481447723,-0.490203148995837,-1.11818042273323,-1.48182848918163
"3",-1.63215842625061,-1.45755143764032,-1.57928010266166,-1.69940633376612,-6.31694910399961,-1.6027185837739,-0.730691450415291,-0.352238135705009,-0.978802236012192,-0.419800674069577
"4",-2.57382224455644,-2.40300402598626,-2.61563031732514,-2.65193486305282,-6.56927378569436,-2.79454893557549,-1.44388731979579,-1.01807630086284,-2.01557207300987,-1.83273110326728
"5",-2.27280747732139,-2.20815082013673,-2.31794571020159,-2.26390512866742,-4.85766000019611,-2.68835581004738,-1.24839406022113,-0.623416870682683,-1.46535039996382,-1.43946510378107
"6",-2.2213664649178,-2.16703352599841,-2.38504103861129,-2.25309365662669,-4.29466810811676,-2.21246268569963,-1.04234655465563,-0.956963750051244,-1.92654304198666,-2.34142747270581
"7",-2.47660625647606,-2.12692077968488,-2.3935438724698,-2.60481293225804,-5.66487987808934,-2.6659436249609,-1.45094042423379,-0.53856081625528,-1.59104461171771,-2.08716730820009
"8",-1.50665207990411,-1.34007021735249,-1.44471512561984,-1.56341600048577,-4.91662281396125,-1.71056908946729,-0.671976271787226,-0.238327695944599,-1.3699660884257,-0.928648655350599
"9",-3.17730086692662,-3.07242318350867,-3.2269161464851,-2.90875118249618,-6.70046349837298,-3.22055358962045,-2.19249665365702,-1.15675847550897,-2.16277019321737,-2.02077268468906
"10",-1.88443608903268,-1.68449771950805,-1.88308683896102,-1.98303367087471,-5.97279823302427,-2.07426539890585,-1.00698261659685,-0.221301629340235,-1.2250252639959,-1.24598643384286
"11",0.222664296228948,0.37344269641089,0.246646678929848,0.286828207178507,-3.84578455130848,-0.0271461615961671,-0.0151764304533548,0.323756034576369,0.830896175918345,1.17861264525917
"12",-1.93640086308594,-1.78524028094083,-2.01172571819407,-1.94434360825515,-4.91573782709737,-1.99194540028786,-0.959673311180608,-0.570977940157993,-1.23118939856728,-0.938371692865046
"13",-2.67440459653745,-2.7975168262439,-2.9426637761422,-2.40307900258012,-8.44188121581487,-2.97056450137425,-1.62804135551112,-1.5056914820963,-3.05145080296361,-3.05748518364456
"14",-3.88346138080785,-3.8753521603651,-4.01626824631269,-3.90732178293607,-8.40825030793846,-4.18397758429916,-2.34713477452275,-1.59811528491685,-3.33885622674112,-3.43494589891782
"15",-0.506773892961443,-0.365712831331443,-0.486822124736723,-0.658403233554038,-4.23469333892956,-0.648056732848812,-0.305312531966733,0.118464249589665,0.162637827970721,-0.261103429140208
"16",-0.465899567332252,-0.486646342845101,-0.570151910153565,-0.580512954614207,-4.55853959388976,-0.786842847336765,-0.300203839405819,-0.344314027989832,-0.700099410057566,-0.555089536699982
"17",-1.77303506210181,-1.52440847590654,-1.71362488902563,-1.86667024802021,-4.7864860231423,-1.97076339391037,-1.1488593364277,-0.412764667623466,-0.912761724283618,-1.43117723561172
"18",-0.0528756711506339,0.327846193735865,-0.00391770129014499,-0.347887512542585,-4.74095609607194,-0.153569319580417,-0.0908494189252613,0.689123497028981,1.44493371125095,1.16609511366746
"19",-3.93993795262119,-3.89714829398938,-3.9728934937192,-3.80439353907283,-7.01579718440124,-4.33020148959836,-2.56646383000063,-2.10867290421254,-3.46970760657743,-3.92898789876287
"20",-1.32560648236405,-1.11828905919229,-1.33267453607711,-1.2478174120772,-4.13048555946315,-0.98688349014399,-0.609747514895869,-0.145282037742622,-0.68855737303351,-0.624734140017138
"21",-0.824121315191003,-0.512212551979539,-0.796494562991085,-0.663157706578636,-2.75711245116592,-1.22507848907721,-0.288241449323704,0.326742760397902,0.573293487189844,0.951258706792718
"22",-1.53971819695122,-1.33270947756521,-1.6025593661404,-1.72399726196594,-6.28941234227546,-2.14044948169296,-0.727619577261524,-0.411995233405045,-1.18430696915243,-1.30550870305795
"23",-0.674039079511241,-0.669255777107973,-0.752159151703178,-0.663380120176665,-3.36929750946433,-0.0191731546848506,-0.385695294869094,-0.147827234428638,-0.359982737858087,-0.173252991302012
"24",-2.43862931144386,-2.39726029154596,-2.48085975187473,-2.46934497236697,-6.16533789921804,-2.16334802245869,-1.1927073753193,-0.928052538287724,-2.07850890630138,-2.07010824024889
"25",-1.32306053310016,-1.31221145061687,-1.37064608829901,-1.19311146830786,-6.34972548779561,-1.341995226413,-0.557077253152853,-0.503262164666481,-0.9369318340857,-0.887017122720063
"26",-2.71251447615082,-2.59141766392715,-2.58084629333611,-2.53754991226672,-5.53336071230448,-2.25933147160869,-1.4974479849466,-0.919526882454418,-2.28727887439825,-1.14114063150996
"27",-1.94277406074307,-1.6443289961253,-1.93034209753958,-2.12710292074144,-6.27075545108803,-2.32079750262443,-1.06417174663087,-0.341666430141874,-1.32390881552284,-1.10618820773791
"28",-2.58303738124936,-2.47346125158491,-2.62692741332581,-2.68699116520375,-6.17748261764078,-2.99238606257028,-1.67800267712038,-0.907353959294845,-2.13307985906515,-1.9804020272355
"29",-1.93995604084769,-1.77881535907457,-1.95405050619149,-2.01112756647984,-6.06903365364852,-2.10169484454598,-1.19158546998944,-0.374303838191939,-0.861249907203942,-1.4272991171458
"30",-1.3378073442635,-1.06331420054178,-1.34458181796097,-1.44121828139702,-3.8791379683651,-1.74308369603502,-0.913802770985653,-0.329520788788795,-0.553827114403248,-0.457030026728235
"31",-0.0033778535132146,0.0536260301603346,0.00273897399850357,0.0327044912579855,-3.02045912597177,-0.0989729972673094,-0.032901483650387,0.437116293498307,0.590900153167977,0.390584335256187
"32",-1.71046411211575,-1.67378814109138,-1.78066879319796,-1.78524585719266,-4.05085770834754,-1.78057543880349,-0.986876918805463,-0.731313617062892,-1.41427171367053,-1.39482506845842
"33",-2.34766729486551,-2.32050395815022,-2.5405514812054,-2.44887729774878,-5.98283381549973,-2.54126403979498,-1.37610441689353,-1.08192640094875,-1.92417777407182,-1.66818455713343
"34",-2.16833267621074,-2.01027376382829,-2.12421488663195,-2.28847875632125,-5.10704716996867,-2.20502368098069,-1.36007483076059,-0.912352479657028,-1.67511385317447,-1.52157682851911
"35",-1.96803655206205,-1.83587714592342,-2.04089788368366,-1.96318086789899,-4.7009651824433,-2.13110999950195,-1.04294870136463,-0.501255354969681,-1.44608319726467,-1.67142066019919
"36",-1.40777479174384,-1.35307471434021,-1.45759358713497,-1.30052564282705,-3.29231689064463,-1.41043602280687,-0.633392021744053,-0.214351938977357,-0.989009337800164,-1.15580006420391
"37",-4.66439054152307,-4.42818241734718,-4.77420245732983,-4.63915313195921,-8.35380892229154,-4.97549576579467,-3.67037844927734,-2.63357481917317,-3.99222939410983,-4.38737008556624
"38",-2.95962159732372,-2.78646499545182,-2.91223522668585,-2.88951582800912,-6.08044829242138,-2.90570214120078,-1.94652387872119,-1.75346149857264,-2.92102099362626,-3.01570505862426
"39",0.46964257214063,0.763054843973551,0.49536059459677,0.481655842920639,-2.3426703349766,0.680897199904902,0.153656793478493,0.495278535172538,1.01352005686765,1.01450671649126
"40",-2.45645552754875,-2.31133798103215,-2.38501965419405,-2.53558110838583,-7.27003209453095,-2.70611713685736,-1.48771199262041,-0.922041199524705,-1.97804907896201,-1.82856583232276
"41",-1.71524444175853,-1.57752478568228,-1.76941720031848,-1.52834700841377,-4.95948244784024,-2.14329422899974,-0.844644429596055,-0.401221403122915,-0.805283257733978,-1.65306099271788
"42",-1.68379662967299,-1.41374027019849,-1.64698147593736,-1.63758016712802,-4.74223877870331,-1.60580023013583,-0.904585086834394,-0.240135548229447,-0.845531259247201,-1.00350596396359
