"","CATT_Train_Bias","CATT_Test_Bias","CATT_Train_PEHE","CATT_Test_PEHE","CATT_Train_RLOSS","CATT_Test_RLOSS","CATC_Train_Bias","CATC_Test_Bias","CATC_Train_PEHE","CATC_Test_PEHE","CATC_Train_RLOSS","CATC_Test_RLOSS"
"S-BART",-0.18358163458586,-0.197071547072507,2.45103650668958,2.45173712776547,0.0645121140566559,0.0645930358909056,-0.242572095355132,-0.237992169153904,2.46716495528305,2.44776842112135,0.0656161884488705,0.0662143851792767
"T-BART",-0.132427148974116,-0.165890254637858,5.75273894105528,5.74637245993583,0.0632011888148831,0.0649113963750432,-0.323435608474415,-0.306789463421491,5.8455141960137,5.74153720289035,0.0628772752443084,0.0673009205943555
"X-BART",-0.0878957666228611,-0.128123401110583,4.95522222366923,4.96837296169571,0.0639240137395311,0.0647950584606801,-0.230648791515918,-0.177405379723491,5.0098275080309,4.90234299094035,0.0637555379035753,0.0669586727277558
"R-LASSO",-0.120585754802428,-0.149431285020167,2.67653331510589,2.70698703593046,0.064620116620901,0.0646349554603566,-0.286912150472858,-0.268590299843376,2.69326438878135,2.69855146715376,0.0658014426559696,0.0662819702543945
"R-BOOST",-1.86765801445177,-1.91370292893914,5.72927389445481,5.74409735980884,0.0636655510442634,0.0650656001116642,-1.85846824462483,-1.80306177682402,5.821059369456,5.70393984778634,0.0632538035036267,0.0675085757991977
"CF",-0.353398015391319,-0.368298202265419,2.0144709428907,2.00227942823563,0.0647880110196734,0.0645629558813658,-0.393746294239957,-0.373033801924036,2.03287789009398,2.02044504979698,0.0664172924986431,0.0661957733428918
"BCF",-0.317769039495732,-0.327952919494952,1.81254341540603,1.82132656138481,0.06453680049651,0.0645345198030608,-0.368477623963073,-0.345728830834686,1.83332446148934,1.8140418304947,0.0655295414227725,0.0660776594793932
"S-RF",-0.202432468016805,-0.248657556084836,3.49930825258866,3.06044088861557,0.0612482697417648,0.0646345887331158,-0.172479506703156,-0.13377009127132,3.77961217920994,3.09787863100209,0.0594839589140792,0.0662391421443242
"T-RF",-0.247216321830803,-0.321049778967483,10.4423462683507,8.83510702711159,0.0544460476275443,0.0655111823978796,-0.255657879160763,-0.168840809433497,10.4461119000723,8.68132893042389,0.0489701332259562,0.0685843708942911
"X-RF",-0.0379545604183779,-0.139429097686909,5.62735975106024,5.48281793177228,0.0629641739193132,0.064903870758354,-0.219561924892673,-0.106503474136912,5.74636895010701,5.43403274392111,0.0614029750078617,0.067072586243785
