"","CATT_Train_Bias","CATT_Test_Bias","CATT_Train_PEHE","CATT_Test_PEHE","CATT_Train_RLOSS","CATT_Test_RLOSS","CATC_Train_Bias","CATC_Test_Bias","CATC_Train_PEHE","CATC_Test_PEHE","CATC_Train_RLOSS","CATC_Test_RLOSS"
"S-BART",0.101215292972868,0.102277408215485,0.0612042051802889,0.0614461440289089,6.33853668198566e-05,9.22428475856763e-05,0.101893640660378,0.100549487615533,0.0605870705187611,0.0609694027814683,7.40252582194505e-05,0.000140651293445268
"T-BART",0.10392101139485,0.111199879844653,0.0565198544355548,0.0618032617658652,6.11112142388645e-05,9.33460246927955e-05,0.105998641698137,0.10510813276706,0.061111961213985,0.0605875655330102,6.8166415293153e-05,0.000150912433822443
"X-BART",0.102600853854586,0.107829209247494,0.0587418943075229,0.0590611299799916,6.1822433039776e-05,9.23814482127533e-05,0.104462516707406,0.104559850658379,0.0627560374064511,0.0601805631168317,6.99030046261583e-05,0.000147305123141936
"R-LASSO",0.10249647004334,0.102680496197644,0.0903698224368953,0.0875872394084695,6.3864039990031e-05,9.26927042645663e-05,0.10497850448353,0.105294966245803,0.0900577268652766,0.0916203523696419,7.63574443147134e-05,0.000139306459065512
"R-BOOST",0.107083120471729,0.107726369672133,0.107499854023564,0.10744197802861,6.65030994593484e-05,9.48958204209275e-05,0.108164434220835,0.107949384736051,0.113728932858638,0.109966739033717,8.04675303145607e-05,0.000138399381703345
"CF",0.102972666220827,0.102932191601056,0.0745553872513395,0.0749746081345096,6.56211085388202e-05,9.42705998477512e-05,0.103223943978962,0.103753482184013,0.0745102528850775,0.0766684215642511,8.01596862472467e-05,0.000139441635069531
"BCF",0.0544255180873646,0.0545353686511354,0.0577560942773331,0.0570811974168131,6.26840550539441e-05,9.20765285058932e-05,0.056938802921134,0.0577448537592396,0.0587563805181292,0.0600186004153338,7.09243711699579e-05,0.0001384704521131
"S-RF",0.0400622579449512,0.0427768604643862,0.0323949492286437,0.0326003673092901,6.24441119722617e-05,9.3471310714853e-05,0.0436099365776042,0.0457040816217805,0.0344782126596232,0.0335568451859912,7.07188591821979e-05,0.000140484677687556
"T-RF",0.104196398146658,0.115005014207141,0.111626621172123,0.119264371478482,5.79641779240146e-05,9.67030805905236e-05,0.107411849169931,0.126447262863701,0.119467384306785,0.122308940362952,6.08534526326732e-05,0.00015636497750212
"X-RF",0.103387382748193,0.107169158493371,0.0534674020412881,0.0576726921992781,6.2391840996372e-05,9.33122107925392e-05,0.105165121199216,0.106244642909889,0.0569936988459089,0.057479771343834,7.05662072320865e-05,0.000144116896985615
