"","CATT_Train_Bias","CATT_Test_Bias","CATT_Train_PEHE","CATT_Test_PEHE","CATT_Train_RLOSS","CATT_Test_RLOSS","CATC_Train_Bias","CATC_Test_Bias","CATC_Train_PEHE","CATC_Test_PEHE","CATC_Train_RLOSS","CATC_Test_RLOSS"
"S-BART",0.000736150176173513,0.00149675632337711,0.0376181467779972,0.0388758454339569,0.000468804112962579,0.000470849189634377,-0.000921732313753954,-0.000408776597709181,0.0332214518782018,0.033613788140822,0.000471830906515797,0.000475160719567134
"T-BART",-0.000234692416045383,0.000221021208853605,0.175409106917106,0.186673855768543,0.000467506796236071,0.000470734347764552,-0.000629266532035643,0.00416697202016684,0.103112653049096,0.180601567218207,0.000471681919459139,0.000477217801353586
"X-BART",0.00288505302144933,0.00209423452543261,0.0525378652852612,0.0509397956886122,0.000468210133702335,0.000470468936358679,0.000361953560779494,0.00303349169661149,0.0498853859251871,0.0601189657580645,0.000472398747003541,0.000476342718748436
"R-LASSO",-0.00338880693957834,-0.00338498989847873,0.00383378377687438,0.00381995406590367,0.000468341091572691,0.00047046045907709,-0.00333854816186144,-0.00335382830060438,0.0038274142918206,0.00383889035787819,0.000472314475547519,0.000475599374746626
"R-BOOST",-0.197908980007924,-0.197908980007924,0.197908980007924,0.197908980007924,0.000471544566857386,0.00047366064988524,-0.197908980007924,-0.197908980007924,0.197908980007924,0.197908980007924,0.000468872078041682,0.000472933212565568
"CF",-0.0488111432156578,-0.0484001590587822,0.0580770125676204,0.0570754339320537,0.000470178258580994,0.00047205991205213,-0.0495711405866995,-0.0495878841656321,0.0590837247661517,0.058960397025038,0.000470291457852214,0.000473491632507498
"BCF",0.00107453531238414,0.00110411940732398,0.00633496516332233,0.00631937693377286,0.00046870612725184,0.000470807528873032,-0.000487791285241771,-0.00027773493493994,0.00628439084356068,0.00613133967062245,0.00047170946665204,0.000475018806538201
"S-RF",-0.000155605184533626,-9.79761502110498e-05,0.022468353539743,0.0207675535766064,0.000467987347568083,0.000470684224186934,-0.00185377702842267,-0.00198636911912249,0.021254752885053,0.0216679269934817,0.000470888377605061,0.000475383259555708
"T-RF",-0.011776314671845,-0.0158663624373333,0.346322543388036,0.288445854313283,0.000458007221008863,0.000468388645568565,-0.0318864796952279,-0.0313223871940233,0.223339783993236,0.286844164463656,0.000467558061819916,0.000488983169383865
"X-RF",-0.0341306113629307,-0.0347920713097229,0.0641136262597721,0.0645932887433038,0.000469275008252765,0.000471960627160563,-0.0349429488828154,-0.0358238894826971,0.0654760708388912,0.066939018699264,0.000469931338598486,0.000474545975284648
