"","CATT_Train_Bias","CATT_Test_Bias","CATT_Train_PEHE","CATT_Test_PEHE","CATT_Train_RLOSS","CATT_Test_RLOSS","CATC_Train_Bias","CATC_Test_Bias","CATC_Train_PEHE","CATC_Test_PEHE","CATC_Train_RLOSS","CATC_Test_RLOSS"
"S-BART",0.20722578698797,0.208160010020905,0.113905105634146,0.114600953800809,0.000219400800595709,0.000354254438862023,0.213340102019548,0.213199850940433,0.118493302801982,0.119694130460211,0.000277455909333272,0.000442860590409142
"T-BART",0.215605251311368,0.231091750456276,0.113145364626351,0.119444134713545,0.000214866887010654,0.000360135240819144,0.222663231475789,0.234526289008997,0.128679623786961,0.121954059699121,0.000267191741987687,0.000449395690009217
"X-BART",0.214668060649212,0.225647097033667,0.12748246702756,0.127946800846987,0.000215759428761627,0.000354486146628282,0.218013574498992,0.228770750429008,0.13181770030497,0.133142315626579,0.000267047970365373,0.000447589051124813
"R-LASSO",0.213742661836424,0.211653559826672,0.17867677235086,0.174483241997707,0.000221901565848036,0.000353737142547408,0.216325055967949,0.217659602867991,0.177118019134226,0.184531804260162,0.000283071973410704,0.000453687905026545
"R-BOOST",0.219039374527152,0.217546625781488,0.169549049435902,0.16852479441753,0.000222011148033225,0.000360340161281824,0.2216270069496,0.226257718484799,0.17506476368454,0.176183501249699,0.000286671802103789,0.000442620924354247
"CF",0.220104537330794,0.22033979358269,0.1336949552568,0.133657664908957,0.000221962100360415,0.000356378012926764,0.215933281195866,0.220210984848792,0.127128899422234,0.132753273477127,0.00028819945657995,0.000446265100399365
"BCF",0.11970640569888,0.121545692578384,0.112898696238391,0.113175106896838,0.000218374988405638,0.000355167583429732,0.1239360343845,0.128665685723363,0.114000306522755,0.120437529854885,0.000273723980847082,0.000443146634200514
"S-RF",0.086978705313562,0.0900821414606009,0.0626244533993884,0.0609952735388656,0.000215647594513624,0.000358437933422615,0.0983600936254627,0.0973514217495465,0.0679902458671656,0.0645845570993601,0.00026543696575208,0.000448242516950615
"T-RF",0.212501058658002,0.220963884289376,0.0733838419079264,0.0902421486369727,0.000187140769971758,0.000362498477758473,0.225795159861411,0.233283194858352,0.0900813857049407,0.100156948324029,0.000224094342061328,0.000456000820069723
"X-RF",0.215687912147633,0.220333013613531,0.114780807767518,0.118408335656138,0.00021447887264009,0.000356402770290003,0.217281272671342,0.224947716750787,0.114930103258144,0.11258115923982,0.000268940491929143,0.000459083339283662
