"","CATT_Train_Bias","CATT_Test_Bias","CATT_Train_PEHE","CATT_Test_PEHE","CATT_Train_RLOSS","CATT_Test_RLOSS","CATC_Train_Bias","CATC_Test_Bias","CATC_Train_PEHE","CATC_Test_PEHE","CATC_Train_RLOSS","CATC_Test_RLOSS"
"S-BART",0.0786344253753073,0.0803184892101722,0.491844620213993,0.490908814657371,0.00157746042638236,0.00156429948126286,0.0631619484906595,0.0643021615739421,0.50080554143352,0.501700950342157,0.00195612305329794,0.00197184520062688
"T-BART",0.0333903206814424,0.0421113121587008,0.946200036069392,0.947244872086391,0.00152065026376408,0.00154486863111942,0.0603227377659034,0.067358738508368,0.966165249733835,0.964408245086713,0.00194900898907925,0.00206054646323402
"X-BART",0.075632677762504,0.0764954253870123,0.713981042628389,0.706847677811852,0.00155052419106221,0.00154738600819913,0.0876198948219974,0.0916147113205838,0.711019803472447,0.711817648464644,0.0019689617038216,0.00202408910838945
"R-LASSO",0.0525828703383846,0.0521137995762276,0.50986845651941,0.509967304441846,0.00159321203343324,0.00157375865788495,-0.0110617854348465,-0.0117461431928926,0.516801939062301,0.522262209579153,0.00195235399336587,0.0019526041830514
"R-BOOST",-0.00904977058397559,-0.00732640498157255,0.577475763071101,0.580432340574042,0.00166308771990932,0.001643237213588,-0.202395801103679,-0.207352729887991,0.646674920233979,0.651162872701552,0.00183498174352132,0.00182411154169166
"CF",0.0922496653197201,0.0965763247607938,0.557188172634114,0.556596815261145,0.0016380354738088,0.00161631181437513,-0.0403407687114036,-0.0424430405508744,0.578142398015142,0.577181647339838,0.00189355035427628,0.00187615556031947
"BCF",0.100455238108036,0.101701302296173,0.654994964654598,0.649596405102538,0.00155744393468429,0.00155135521045269,0.088980868563545,0.0935279494966019,0.656701907654865,0.660872396152684,0.00196449500710958,0.00200822411321895
"S-RF",0.00964298836139251,0.0242362939696078,1.2537263936213,1.14756773845965,0.00143775414205008,0.00154009560740285,0.0634461348898244,0.0409711549767246,1.32629846969782,1.16897079741004,0.00179265437811248,0.00209823948488667
"T-RF",-0.00354369213991804,0.0119798817856795,1.27862309747353,1.17458305336703,0.00143441853271985,0.00153747801531567,0.0468580945022057,0.0233981889541773,1.35321444916234,1.20012863653271,0.00179768941449387,0.00211065582380401
"X-RF",0.0608545403723573,0.067099536545541,0.679832248420112,0.670424081930165,0.00157872889207563,0.0015803481198209,0.00647008124620498,0.00165739291634882,0.712348298795964,0.689346024733451,0.00188814216283859,0.00195458409553349
