"","CATT_Train_Bias","CATT_Test_Bias","CATT_Train_PEHE","CATT_Test_PEHE","CATT_Train_RLOSS","CATT_Test_RLOSS","CATC_Train_Bias","CATC_Test_Bias","CATC_Train_PEHE","CATC_Test_PEHE","CATC_Train_RLOSS","CATC_Test_RLOSS"
"S-BART",0.00134905610796539,0.00214526182460662,0.00234433275241216,0.00363532098523656,5.21480613456181e-06,1.2133892513848e-05,0.00157786049976557,0.00246975920904465,0.00317849914748921,0.00388175633976224,9.46363418653256e-06,2.21738272561902e-05
"T-BART",0.00347811391117639,0.00462058483485819,0.00478278053197348,0.00723325527781333,5.23110183136463e-06,1.23098265601551e-05,0.00307308994793852,0.00517527703401922,0.00959512719488384,0.00961482392640402,9.71123342447863e-06,2.22014486054002e-05
"X-BART",0.00184675711392741,0.00230139622893185,0.0027220061152967,0.00405331070601697,5.18831910391322e-06,1.21933776848578e-05,0.00208224272566744,0.00293060846488389,0.00441265561695466,0.00392812283497018,9.52601618518845e-06,2.21268651738818e-05
"R-LASSO",0.00132856786789997,0.00235489163982301,0.000679531562101225,0.00144454514515512,5.2898509476621e-06,1.22044863506954e-05,0.00170624273368982,0.00203993348182287,0.00124710359229322,0.00210198348554205,9.54443587348733e-06,2.17460978121999e-05
"R-BOOST",0.0115256913125671,0.0153835620939888,0.00941387794685605,0.00917604945934409,6.14681672336461e-06,1.36733744448185e-05,0.0125520811368073,0.0159197201589345,0.00903554165905649,0.00994697588372786,8.41535783668314e-06,2.00470916379931e-05
"CF",0.00666262725767045,0.00826504454944663,0.00323256624449476,0.00483916463480415,5.21518482442387e-06,1.30936459128622e-05,0.00716776794617654,0.00735369284976552,0.00505344036525431,0.0051925831399457,9.02532137866154e-06,2.13887117435884e-05
"BCF",0.00204936784912422,0.00302719696702173,0.0047789270272063,0.00761258044762556,5.26362453628346e-06,1.21146015827479e-05,0.00178746067887341,0.00329953708653058,0.00522962609583015,0.00808529288757965,9.55046636372227e-06,2.22178815529358e-05
