"","S-BART","T-BART","X-BART","R-LASSO","R-BOOST","CF","BCF"
"1",1.53364823574102,6.57589328217086,6.05128872303648,5.36299381172325,7.66276095913068,0.64954457907678,2.9873994123963
"2",1.20718023146934,5.08186148460403,3.95638877689982,0.551054271826471,6.46715942318981,0.590773682335008,2.92499365846831
"3",1.17296346840522,3.9949262151643,3.55109872460176,0.834213630706116,4.60159830937297,0.66556668267314,3.05450987237167
"4",2.90916809454877,7.23769407568914,7.17788121383661,3.71534027925693,9.04385339101067,1.37461460070139,3.88429101008722
"5",1.20019673407925,4.66281944419592,4.24059602269129,0.580149938804926,6.64793141139594,1.50789389864762,2.25621774950606
"6",3.98649039712406,10.1009476513438,9.02294751224106,4.06029156156562,9.08877299141302,5.88078300481877,5.50427012255302
"7",2.45632834607177,5.31174451306804,4.03099789996663,2.95843767325679,9.74102987002604,2.1844980790306,4.48308252505193
"8",6.68532287186385,9.8849457219812,9.1013292801821,5.75606323525031,5.76257959501749,5.55664496904974,5.92286811771123
"9",5.27241454498576,8.59000901505488,8.14068319218723,5.40904713701466,7.49704683589694,4.23564178424354,5.72345216328728
"10",2.99242451425533,7.13052139186918,6.57281468037186,3.0284162445293,8.6754962757753,1.93533401748199,4.02364951147597
"11",3.13438296844015,5.09761759192796,4.93544096908405,2.27377260101071,6.76974097832221,1.72539118963049,3.99400856787531
"12",5.8372759149437,10.597118677321,10.0838587455569,8.19850262435956,12.4635539033507,4.43395178619727,7.31595401971069
"13",1.89478570476116,4.05930060793374,3.43661956917997,1.96200622503282,8.57258605491231,1.88744868441433,1.52513097482778
"14",3.16974257195707,5.79880426924077,5.04188860487983,3.16001426672569,10.2755853988348,3.94698391924904,1.73696754078796
"15",5.28816348088436,8.35329797203416,8.2069241902261,4.92251817103133,5.14788799748407,4.62753647023545,5.68358132954529
"16",5.56429416318585,8.58956158389005,7.28949512563623,4.6924194620905,8.7273874490992,5.50817205347976,5.0907771426004
"17",2.33334993560292,4.81377093618776,4.30719883901672,3.37964269251062,9.6752009974066,2.33425727931018,4.59936521569836
"18",2.47311012075242,7.13982643332726,6.21845063609471,1.4557826888248,7.10964144822468,1.49284376565939,3.77423497167841
"19",4.95821749919269,11.7131686869147,11.2673900049725,9.87585403700477,14.379280065877,7.52795596091337,9.20613119858623
"20",2.64287424127342,6.19854156134746,4.92908344485502,1.76745015421007,5.45006166732299,2.00094825747433,3.69263220424368
"21",6.12971589892004,7.99244869298106,7.93732919251887,7.2721839542062,5.31276007177319,6.482917584645,6.0595895212882
"22",3.00857827681392,7.32682944331421,6.94822482371334,1.95756317124399,7.46072439383444,1.91262352743712,4.50259896518089
"23",2.2971697528312,7.04724836135892,6.10547453345829,1.99864670199345,6.23609724843583,1.65451992440484,3.52838487097699
"24",3.59931631474357,6.59177985576458,6.05677056652566,2.50418294041766,6.42439353841786,3.48883300524519,4.6632798019376
"25",3.60159979473605,7.35585748821575,6.52098177184601,5.45533480384339,13.6504509777626,6.4060926260301,4.68900550419864
"26",4.3573436113479,7.99858701956287,6.94554368123356,2.98694873307197,11.1110069108453,2.52129306394569,5.03104877944473
"27",4.89923485308458,9.03934935340418,8.75640611701258,5.29028467404429,11.2123359354003,3.7651413269191,5.19226976723655
"28",9.80663453853118,11.1369736291353,10.7899809893203,9.86011823455739,12.7105262462035,8.84437499033239,8.04022726163454
"29",4.35992034335441,8.84616912334253,7.78452608867509,3.43833807976058,7.56914232674337,3.59624566553576,4.62277164663644
"30",1.08443676399583,5.3132275246249,3.7969119708601,0.901013062279617,6.84112780171213,2.02858079788125,1.75815688175653
"31",7.68318186421096,12.1134270954537,10.8702363229182,7.21285153501413,11.3272524568241,7.17377293233904,8.35924751747483
"32",4.27041683533774,6.8285429729199,6.54912949910978,5.17737217007561,14.5791961377766,4.6708348937251,5.03561738714474
"33",3.25161420190507,8.34817579067649,8.34016367572707,3.66037282615384,10.2812658361041,4.01022538423336,6.1673035295736
"34",1.99769891043122,8.69048035334425,5.44034361497722,0.659593392275692,7.01591863680487,0.59265156178852,2.78218060597141
"35",4.0774157232718,6.79685458421953,6.02834294542898,3.40364707407266,4.62117591942582,2.76566212676017,4.53373722314419
"36",5.12773116717086,8.83116466804445,8.15214708617147,6.06231341729845,6.47801313928022,5.11632091367233,6.05268419477296
"37",2.64784374821853,4.26640461914496,3.8839854313615,2.7607192709221,5.30261382243409,2.25647966239168,4.07960122604157
"38",5.8148286049068,8.12769827575908,7.55617115958096,5.81972459574,6.97049339599056,5.91413804965069,5.62261357893302
"39",1.24021637284057,7.59875811915804,5.72318904732874,7.08162084039105,12.4190701945628,1.57477386783028,3.68763119705428
"40",1.57566863641384,5.66050034829387,4.99533208830414,1.24473270585499,11.0743224482221,1.79062632397942,1.97398857426596
"41",2.00340816644586,6.14464969304342,5.67246662259811,0.736651604807641,12.7557042823553,0.917516495204221,2.80440273235158
"42",6.98427932515977,9.13720155107638,8.55173289655125,6.47695555367834,7.58704271210794,6.84376158454999,6.23067560797163
"43",1.89125058791376,5.46126639367307,5.33319556088382,0.902326482037558,7.53513255801963,0.892001972349365,3.53331891493279
"44",2.71273815602424,5.63899704776031,3.95883257376763,2.53415726345192,8.19415908995111,3.3224081874935,4.5745096535877
"45",3.53281488583253,10.0997964623997,7.19726215727424,7.15837914445149,10.3679376956899,3.45183680121578,4.24531631692895
"46",4.32854926376398,7.13393410922882,6.83147259684331,5.54404432922394,7.82497872838631,3.53583173825409,4.89552676286114
"47",4.36328665090958,10.1367571275682,7.90297339310086,2.75590113103948,8.21830154524807,2.48730454786713,4.84355926465792
"48",3.00973782755003,4.97805018700416,4.66653176420486,2.57250138836359,5.80765529433565,2.85711680637821,4.19873196910273
"49",4.57220230577924,9.15328783180044,8.41713662605179,9.29729035652049,8.26374439260903,4.08631851707627,5.23856742587565
"50",2.26565259969689,7.26789327778376,6.56854676655159,4.03062855083527,7.81146162935472,1.40021514047835,4.85079154849964
"51",3.82374651944098,6.44934165894675,5.17412843911912,3.61713367377902,8.67395783022623,3.69225180381335,4.7651691194751
"52",1.29644234602265,5.49645226184253,4.78354491317995,1.03833533374361,11.4893413290329,1.67310676023453,2.33585894490699
"53",8.27356613739414,10.5281801986563,10.2272831035617,7.78809332873357,5.78002528069391,7.62227251145082,6.53004706110801
"54",4.17162830801719,8.81987537002179,6.37906186784977,3.38570731644177,3.69157142242652,3.1738723435941,4.85129060671125
"55",4.77837533152999,10.0966800903286,9.8834638403483,9.67346923287472,8.20470597712504,6.66616657392989,5.73880273364512
"56",5.06636707760228,8.01483163902638,7.21207290769724,5.4954354870824,12.2983550798743,4.91088845314259,5.41003253050349
"57",2.4064446563105,5.46709239569401,4.60275426078629,2.28020617233801,11.1877041436044,2.44083789222521,3.75662033293862
"58",1.61380302403821,6.04049263095792,3.90740678930042,1.66799391573545,8.38218802889204,0.91321246200966,3.33961427830439
"59",3.34555555436634,8.44615662859678,8.58570619157279,7.24830002672589,7.0805758116987,1.31241466383926,4.27283797462008
"60",1.6820561746159,6.87622225739607,5.64141816605069,2.92249283814927,12.5533492783405,1.8705933021072,2.74964716463718
"61",5.24377812378257,8.96863089946391,8.19078627477083,4.09046537486758,19.4714277968661,5.31651951016983,4.75999380827673
"62",3.67343549418102,7.85142095986696,6.42773132120055,4.4722930195415,10.3118518704538,2.28632320465038,4.67250689893133
"63",2.35627731229993,6.92233558371026,6.07727736773846,1.24262264264203,9.16277926661421,1.39169496802027,3.44781600651937
"64",3.88072149379677,8.79579439870012,8.64505441410026,9.48628172801002,12.0690739477103,3.02194306867151,4.73280270310286
"65",10.636022450119,13.6285987819203,12.9029958781088,10.021984045648,10.3700597227985,11.4105189551848,9.2432267027762
"66",1.18193609651844,7.39695316304162,6.94958024368151,1.09856913993078,12.1274101782876,6.3771430486738,6.98894330679095
"67",1.65109284864507,5.97838454545522,4.0120303315831,1.8249806221913,7.20002042149467,1.85346844193219,3.54633861480054
"68",3.46990309765411,7.85345646267959,7.13978678865958,4.08676865229844,14.4109978347576,3.85100914720657,4.93060849179665
"69",8.15095515982311,10.711928898417,10.5558620893619,8.63585906776289,13.5683130380056,7.51916274710697,7.64095590377866
"70",1.64578689757856,6.18826673986005,5.35705118789205,2.08435077745029,11.9912971904976,1.02864270276283,4.43998018312575
"71",6.62126154952232,9.54923757831773,8.05081285866728,7.46617234774212,10.5801590418592,7.62192087925245,6.69151710142757
"72",1.13693858233233,4.13140278225621,3.36810940631441,1.18043393326751,8.77170837818627,1.47087305415497,1.99275123524555
"73",1.95185207029819,5.24685520731768,5.10289020476189,3.64715623782657,9.63154247665189,0.590711023465786,2.96122817276108
"74",6.05558223470165,8.12700924079888,6.45817920141847,6.02288997554143,7.7381924559403,5.55468218293079,5.89377596906374
"75",4.46798208794583,7.78946362086423,7.46732025551065,4.97765493890118,7.75446410107743,5.21856779042262,5.40400903163852
"76",3.89855495587263,6.10324444842447,5.41311591406509,4.10290144271782,5.69748712856339,3.16122547431918,4.86702888709084
"77",3.95282819031888,8.36559475674463,8.1294091735206,4.61521414296754,9.30840951410693,3.42886349767958,4.99345907736204
"78",0.77435463447781,4.85034499133015,3.45170633327712,1.14108782893518,7.00987785473497,1.27092931291787,2.17070317681269
"79",1.41222869731666,5.3165768095528,3.74031005502705,1.15540192574645,8.45707541663938,1.83329082115623,1.52738501919731
"80",4.91636197559509,7.44785949867554,7.32720846053186,4.24253962569836,9.9965707695529,3.63534627123093,4.8465527207785
"81",4.75362331169533,9.25335887614294,8.40908302323586,8.81192426171085,13.420898716849,4.46867833098359,6.03449451946692
"82",2.10779123120194,7.54356325770007,7.16548738144119,0.608534344739904,9.82913615821537,1.3509252066159,3.51626703532912
"83",3.17241220778649,7.05830847018377,6.81987106142917,7.82001752546565,17.2746409256919,3.31980691466804,4.66129697617832
"84",2.34907045336707,6.54801731777728,5.25487176773069,2.93183125007454,6.94790043973827,3.43701233935367,2.71206392726708
"85",3.19717565231374,8.40283495265088,7.87028755533574,6.27452924015955,6.63433713325368,1.17703605776757,4.88629284284787
"86",4.30842724727188,8.46330390347391,8.00198291795256,6.64291430967284,13.8341284522604,4.06223526794963,5.42216782973933
"87",0.804925137123797,6.90391501404201,5.06635448173707,1.12872707570749,7.61848364365939,0.675814291751859,1.87841214435357
"88",2.4860675712027,5.92709246791415,4.22723367380577,2.32293127389159,9.74051124341779,4.08382679113015,3.94097297693815
"89",4.10085104267768,10.4413111207293,9.85365715035199,6.15941694155577,14.0413935054067,4.00350940644168,5.36600898283468
"90",2.57713076477057,7.24608995686267,5.27895214411572,2.69173713257125,5.35057818931436,1.45350592762188,4.2914270122661
"91",1.9169311984322,6.37607140650983,5.19658897458501,1.44132406198157,6.37113986920713,1.73282123249293,3.17303753354801
"92",1.46707611545422,6.85314879939565,5.05723543146472,0.702834598198028,7.40653382086236,0.72600443593684,2.1679313061626
"93",2.28319701851091,5.3690772670094,4.51726168102103,2.28559291957798,4.69430051420716,2.28324714376022,3.81138282149879
"94",4.17559579305266,6.974694613835,6.61506511234583,3.00492361832991,5.43982133864439,2.54411568374142,4.4910468545505
"95",1.49838770209017,6.77931177575775,6.17325074758956,4.1008280079865,9.79754893604708,0.712889752813889,3.69207987341165
"96",4.6453676639172,7.13507704585468,6.6932066914366,4.21115777344891,10.4913226731536,4.35878401537762,4.87687842087057
"97",4.5068716751679,10.2500309490711,9.96274755023815,7.87452340230741,10.3653733869382,3.39185022135112,8.06496833759274
"98",3.08492365051259,8.01050112145387,7.2833110161281,5.77134734154922,8.3253549639236,2.23358692383533,4.53169412925592
"99",5.71917215195561,8.02030646881677,7.48833584958799,6.14881335242081,7.26963374419155,5.85212036729665,5.76936302563131
"100",2.63537527701104,5.76234042500593,5.33981368795011,1.89494494086722,4.81675053908805,2.4451100740638,3.78316394128745
