"","CATT_Train_Bias","CATT_Test_Bias","CATT_Train_PEHE","CATT_Test_PEHE","CATT_Train_RLOSS","CATT_Test_RLOSS","CATC_Train_Bias","CATC_Test_Bias","CATC_Train_PEHE","CATC_Test_PEHE","CATC_Train_RLOSS","CATC_Test_RLOSS"
"S-BART",0.121128293502298,0.120190496909906,0.0611329699602979,0.0615180269853247,4.59878473364105e-05,9.30370469342437e-05,0.119597541147425,0.119692378156563,0.059282931554452,0.0583385264612672,7.66422638349486e-05,0.000158261658407025
"T-BART",0.125155501227197,0.126131931273338,0.0623541430628565,0.0660401260825077,4.29486638642399e-05,9.33990027443527e-05,0.123135146570167,0.120678840277716,0.0608617269124142,0.0685385620665881,6.85906873294836e-05,0.000162436435576554
"X-BART",0.121312810378724,0.119781650180109,0.0602035754557536,0.0626067060079852,4.40552146603533e-05,9.34427161315424e-05,0.121120628371151,0.118339769614534,0.0614036984265288,0.0648743404050254,7.23708093255515e-05,0.000161853964141179
"R-LASSO",0.11398187212729,0.114603798222043,0.065494570270021,0.0659355597900192,4.75177258744466e-05,9.38820096909631e-05,0.115834386960428,0.119359100023011,0.0654392723396489,0.0655894270071227,8.0373505202069e-05,0.000153344733905081
"R-BOOST",0.117936830841637,0.117614689690309,0.0733230237768887,0.0750288143122235,5.04936474920396e-05,9.43521174376656e-05,0.116323084030222,0.121091618804432,0.0801807212055218,0.0774509295777663,8.51856039076762e-05,0.000158112634743413
"CF",0.116731916716723,0.116154826941335,0.0483751417280593,0.0488793362675071,4.9994900552586e-05,9.39562889881906e-05,0.115190469103161,0.120016910797594,0.0487863910453727,0.0505318484372774,8.73763293095669e-05,0.000157737821146645
"BCF",0.119337318272691,0.11858624992425,0.0656676057704782,0.066987943412581,4.35719324722507e-05,9.38037582535302e-05,0.117911278641981,0.117970349444147,0.0694019156080437,0.0710327480016935,7.11921846515044e-05,0.000160992204453274
"S-RF",0.130494788688278,0.137253205504908,0.0456562222455085,0.0518676728179828,3.98099210933556e-05,9.09815209329854e-05,0.131043025042275,0.134232604307708,0.0433339617538494,0.0494263351672072,6.35050195900733e-05,0.00016901246558242
"T-RF",0.124619165989841,0.130423428353673,0.0466767991557105,0.0535984856671169,3.93276093765051e-05,9.15775725981147e-05,0.124447717247991,0.127977671446617,0.0440665942179055,0.0531667546037638,6.32907443826851e-05,0.000169640379306463
"X-RF",0.122010048322455,0.121627177254471,0.0550561731133155,0.0565084044885045,4.45099570332475e-05,9.30633639260152e-05,0.119938318863678,0.122163822304538,0.0576408485368605,0.0584717428244978,7.3769223464422e-05,0.000162445668131339
