"","CATT_Train_Bias","CATT_Test_Bias","CATT_Train_PEHE","CATT_Test_PEHE","CATT_Train_RLOSS","CATT_Test_RLOSS","CATC_Train_Bias","CATC_Test_Bias","CATC_Train_PEHE","CATC_Test_PEHE","CATC_Train_RLOSS","CATC_Test_RLOSS"
"S-BART",0.472082994924003,0.471522882505353,0.273191049014793,0.268728210758362,0.000655071693857595,0.00114646532187917,0.479748188951608,0.4781956219474,0.265352678396634,0.26959511563103,0.00104865432636887,0.00189897716401311
"T-BART",0.492113294715684,0.50803490708269,0.28612761911578,0.293364306785732,0.000641471850001731,0.00113989700684642,0.499616672254668,0.49092190156612,0.252882988245835,0.275878170562795,0.00100586551881091,0.0018932839303754
"X-BART",0.481708894682885,0.488766563728211,0.289803697088011,0.283011623072201,0.000656941558777443,0.0011381970859801,0.490650682273593,0.490302777601703,0.272193912562653,0.287032099399085,0.00103040350676942,0.00188607125339931
"R-LASSO",0.465860944346926,0.464616828068957,0.340373181374614,0.339935095675603,0.000666760244022209,0.00115376535391849,0.465408511634251,0.464415662886987,0.327652513165087,0.337924321934292,0.00106681882238778,0.00191243623147833
"R-BOOST",0.544081809184085,0.557741809187626,0.475815546020174,0.474874232422701,0.000681938015488841,0.00116873362378457,0.531473867727408,0.544578715735086,0.468445674223503,0.476238588745743,0.00116297425609628,0.00191464774231197
"CF",0.473998445089298,0.473420891774495,0.299758807734708,0.30061779534189,0.000665357611516497,0.00116259037727821,0.473557805807092,0.472858942939463,0.291386608485823,0.28801348309498,0.00107496938367578,0.00191269300600304
"BCF",0.467601690741928,0.474953406438698,0.256657121471909,0.253172998177469,0.000658296441453411,0.00113501448905327,0.482275798400285,0.48039609963988,0.254275326732613,0.264922213979281,0.00101210495895799,0.00193420125345636
"S-RF",0.42797763002595,0.455888360215318,0.199232828339845,0.209044037979127,0.000698692305928018,0.00113380056484338,0.414331942848182,0.425316686081804,0.178065641814757,0.163280789334514,0.000858968529334702,0.00202904460314262
"T-RF",0.523944071544049,0.565504134185862,0.236322468219891,0.283188575644491,0.000547581053545388,0.00115536822722184,0.513005552130223,0.528245542828267,0.192163073741685,0.24944078413562,0.000777028055423602,0.00205578408093011
"X-RF",0.503273439492147,0.51159986083288,0.251021087480782,0.250566553070323,0.000650446820767408,0.00114511074854662,0.477692836477665,0.489599157035539,0.236500764480937,0.25936388915561,0.000968189286800742,0.00189481293222638
