CMGP,NSGP
-0.004910053393253588,-0.06459822673211088
0.09403770919581045,0.094045777349601
0.08803482856494081,0.04206816971043764
-0.1274239352570166,-0.16944039034510486
0.14967690344665935,0.14694741653953797
0.0675648835017342,-0.00650083566944697
-0.0034785478458915975,-0.00890272361718599
-0.030499411811637653,0.04657743239467443
0.04268570688175666,0.04272174258772416
-0.08310565042894774,-0.12360389621544106
0.3262819558217256,0.306475527792142
0.14703490262752736,0.13916613983105428
0.05217535848940683,-0.0004408632528673901
0.05317574267847264,-0.10499591958131022
-0.25130791601918007,-0.2558188654782396
-0.15792765588536012,-0.15724914528387834
0.08391816460592579,0.0857267551020758
0.22038183310756101,0.1721922967895887
0.19287489526485077,0.1926042725485377
0.2131601194379475,0.1386646961517632
-0.11375859269174046,-0.21366659540430394
-0.030830452609421768,-0.035252953820323625
0.17090741633755727,0.17028983599868033
0.07683086310487,0.07823371061732735
-0.034829841296938065,-0.03464453432044652
-0.037278915893025115,-0.03986670783854746
-0.13564516017689568,-0.13632733808488404
0.14093590038351922,0.1249720098069313
-0.09932053954045171,-0.09463446502554111
0.2665739615420568,0.2094254601933969
-0.029811078579060974,-0.028690460251386902
0.055070610917434884,0.02850921203059819
0.004131743736955012,0.0008822567913363103
0.11574462809713931,0.08436999113120155
0.12711999028084417,0.1291065619393942
-0.09108378339225827,-0.09429094858522095
-0.2085685402138041,-0.20818182874005806
0.023974683975024464,0.029081706594347122
-0.0040987700358383825,-0.008631416326101237
-0.1720518713542254,-0.16929596547718587
0.23436275211608368,0.1273354255299343
-0.03404633383022499,-0.018318888360733584
0.21743486288075317,0.23888886284289768
-0.20707274620860186,-0.2059392651121168
0.20486168248181336,0.14806756627563872
-0.024135215662415933,-0.014557382411293982
0.06672434150071682,0.06734521686559011
0.31764980412771826,0.3620811285897937
-0.161765183864538,-0.2729282121059674
0.021204792860534234,0.020898549034322603
-0.25630980089350974,-0.25398770922856756
-0.00013279597820563773,-0.0026058498889756105
0.28022113779019225,0.2698706300455475
-0.31435338387988054,-0.3329813352772747
0.016634823180333984,0.014632662140454968
0.027977205722774342,0.026440042634528184
0.15854600446551073,0.316223794647326
0.10127993295869245,0.09801993648346044
0.07728231791845555,0.08439825321877234
-0.0021174117567531814,0.001215158916427426
-0.038336081012954215,-0.0770840749076896
0.041460050937229105,0.15178313907773902
0.12787204511619032,0.12450561977038449
-0.14031788053143673,-0.13802909825127946
0.3064255560893035,0.2225436880968376
0.09006459242726617,0.09978163314797106
0.13946287513519648,0.13912473575388312
0.0722084120319686,0.17574658979771424
0.13920970866593002,0.13751072583695836
0.259866883600633,0.2926615678894218
-0.07169593158094817,-0.07014252458381455
0.21998437343585642,0.22075276909496166
0.027857480697273646,0.01984386369786125
0.2708785263562554,0.26943716374050297
-0.09906960344911322,-0.10674497704159888
-0.03959425459963051,-0.043126973231841725
-0.09321237625003921,-0.09967810825796247
0.19975407500515632,0.1864281689521924
-0.0052560003795365535,-0.00385257774741978
-0.15563874810063028,-0.24520194557285246
-0.12076863166461563,-0.024037197191146303
0.08575949794252642,-0.02662477935732238
0.13057279745899478,0.13120045067516728
0.14652034394966987,0.14692755691560727
0.10592723452772677,0.10776443772112773
-0.10109517367047208,0.04121976692599012
-0.012046601089638564,-0.06943967415379491
0.024541630168411658,0.024616160784422192
-0.006320260260000266,-0.007989647403361498
0.16974625945977492,0.17083114031239338
0.11012729332420253,0.03389162041806382
0.07848048462083589,0.07834567159633775
0.2200578735127246,0.2207890022354069
0.08174496537426709,0.07364187853222988
-0.16252857991361475,-0.16940505510525822
0.11666083837598493,0.11523847492744259
0.3985227310980186,0.31000325572788445
0.1489926546416588,0.15677025390661867
-0.17534233069030136,-0.3257599543075425
0.0500619798141162,0.044003846016705046
