"","CATT_Train_Bias","CATT_Test_Bias","CATT_Train_PEHE","CATT_Test_PEHE","CATT_Train_RLOSS","CATT_Test_RLOSS","CATC_Train_Bias","CATC_Test_Bias","CATC_Train_PEHE","CATC_Test_PEHE","CATC_Train_RLOSS","CATC_Test_RLOSS"
"S-BART",0.0621656081165575,0.0615291763512277,0.0326711872963566,0.0331065795170476,1.73275152969044e-05,2.99390545659668e-05,0.0608658942945484,0.0627152912114011,0.0314151718028423,0.0310694110944397,2.98342822168026e-05,5.6184705037444e-05
"T-BART",0.0650270988471606,0.0680320046490745,0.033439857079715,0.0352437189597973,1.6741718699739e-05,3.00933140148331e-05,0.0616992227201133,0.0665062114784253,0.0317531359891096,0.0364092567067098,2.69076535036991e-05,5.97652576131484e-05
"X-BART",0.0598672057104007,0.0601891048127372,0.0319953033879816,0.0309218772985823,1.71511697274553e-05,2.95160770347464e-05,0.0610701319457724,0.0636883347846866,0.0315002541464758,0.0347093937671327,2.82905833550698e-05,5.82547929360075e-05
"R-LASSO",0.0590120115018946,0.0586797630532327,0.0324949918043069,0.0319023838888384,1.80048705451259e-05,3.18349186141057e-05,0.0587726235128383,0.062047462526831,0.0312671986405316,0.0329870743872791,2.91415547338743e-05,5.8198462356589e-05
"R-BOOST",0.0567650789203575,0.0557161637340951,0.0254712002809232,0.0275051919500998,1.93478145732038e-05,3.14771189729756e-05,0.0574196144831595,0.0613266395008286,0.031300071500032,0.0331180940574812,3.64293120766833e-05,5.01556872229464e-05
"CF",0.0583554379840375,0.0582173703918695,0.0210256723636547,0.0213048110369051,1.74401997042347e-05,3.0477337037674e-05,0.0575352403358178,0.0621756048247894,0.01979463415981,0.021777031656796,3.31513597742662e-05,5.29244938959197e-05
"BCF",0.0598589833651928,0.0600614712889183,0.0349972407521885,0.0337778190606004,1.73915012029242e-05,3.06883862756524e-05,0.0619688525247847,0.0649924108616264,0.0361107634685946,0.0382741977139497,2.73882659924153e-05,5.85726114569152e-05
"S-RF",0.0625808515125427,0.0643881207486334,0.0268790280187127,0.0318164419678062,1.61994947422969e-05,2.9375089490561e-05,0.0592563984792195,0.0636814093572391,0.0258797501081262,0.0305916071797902,2.60146905736218e-05,5.99884799799154e-05
"T-RF",0.063839742369463,0.065588747377899,0.0271356007702326,0.0322568418829646,1.63684849761718e-05,2.96106389028443e-05,0.0598598238684192,0.0636139585368624,0.0260600548335296,0.0308814588769372,2.57081660506676e-05,6.01596801431016e-05
"X-RF",0.0594230453512919,0.0592854653949488,0.0270991964183319,0.0269446043522403,1.71642672694064e-05,3.00521273329591e-05,0.0592197848157305,0.0627977170206366,0.0267474674176321,0.0271384682795645,2.8961998186909e-05,5.65008118737807e-05
