"","CATT_Train_Bias","CATT_Test_Bias","CATT_Train_PEHE","CATT_Test_PEHE","CATT_Train_RLOSS","CATT_Test_RLOSS","CATC_Train_Bias","CATC_Test_Bias","CATC_Train_PEHE","CATC_Test_PEHE","CATC_Train_RLOSS","CATC_Test_RLOSS"
"S-BART",0.00220203808424258,0.00213224435125355,0.0692660375305651,0.075530849338397,0.000925090873014503,0.00093362522376565,-0.000613121482602334,0.000295609905948634,0.0726513808150457,0.0774142639036059,0.00107222521802407,0.00108012409962192
"T-BART",0.00393444418959704,0.00143254345045476,0.17400062458538,0.203994026095766,0.000924404458158152,0.000934083212706257,0.00247965419162245,0.00847179703517515,0.166225111095109,0.212972054828699,0.0010745866618608,0.00108894848725891
"X-BART",0.00184122923831201,5.28089939491382e-05,0.0710371679374562,0.081882185002891,0.000924478096080043,0.000933566727386203,-0.000425593126012077,0.00304040097886415,0.0890290293432644,0.0823362921515006,0.00107206584937317,0.00108183591686338
"R-LASSO",-0.00810890157875124,-0.00857172246882278,0.0926065492902522,0.0932675579414242,0.000930530327966925,0.000938681504130267,-0.0251256454706563,-0.025623022809416,0.109058056873711,0.107867795158305,0.00106111832475978,0.00106939137267869
"R-BOOST",0.0120235396830023,0.0119639841382034,0.500099404728131,0.503078280588057,0.00102235417701082,0.00103146855365506,-0.19044925261781,-0.182777281135381,0.574545148007531,0.571299529274468,0.000896611173873494,0.000906460694956337
"CF",0.000154875515017954,-0.00290873970763051,0.221726534974354,0.219689481221708,0.000953016993319263,0.000961023573098047,-0.0646297052783554,-0.0592730724888903,0.269602614716843,0.268958024368133,0.00101844501050191,0.00102713176183714
"BCF",0.0026645570900838,0.00242195779504003,0.104093563039623,0.117647422346718,0.000925111528757757,0.000934020786832447,-0.0011472718907335,0.00130045372540903,0.0985471636439709,0.122273662748785,0.00107280262114571,0.00108354438143563
"S-RF",0.00957590178245078,0.00506000605914172,0.317251528751512,0.298584370521779,0.000912516401008382,0.000932565086327832,0.00201467483662997,0.00486221608091447,0.351408948274966,0.318835275539657,0.00105876730007787,0.00109320470920997
"T-RF",0.00226033763729366,-0.00374027814184621,0.33169317650379,0.313519109160538,0.000912262319452726,0.000931225895127254,-0.0082476576556915,-0.00143894714184377,0.3553075743973,0.334906886914171,0.00106344042903722,0.00109753669226752
"X-RF",-0.0103390772719194,-0.012322499220368,0.141472629844178,0.153449900235121,0.000936528754946547,0.000946180709108032,-0.041706099098225,-0.0389441770741817,0.204253556069475,0.190392578827262,0.00104505199109988,0.00105596240602997
