"","CATT_Train_Bias","CATT_Test_Bias","CATT_Train_PEHE","CATT_Test_PEHE","CATT_Train_RLOSS","CATT_Test_RLOSS","CATC_Train_Bias","CATC_Test_Bias","CATC_Train_PEHE","CATC_Test_PEHE","CATC_Train_RLOSS","CATC_Test_RLOSS"
"S-BART",0.238209253237484,0.235011906210171,0.131982550708751,0.129863664104501,0.000153388385633314,0.000310230744550351,0.232948217361154,0.237293142487207,0.126320335509605,0.129396556646476,0.000289044615403473,0.000575168947626373
"T-BART",0.252203735207011,0.252138680583718,0.138532163335042,0.134472612586738,0.000147602827905237,0.000312488678158434,0.235748147852371,0.254087087649144,0.120672314791267,0.132031684587471,0.00027626900001938,0.00058370068263514
"X-BART",0.237924716519317,0.23191477017224,0.131038313311951,0.122924140286931,0.000151962341919506,0.000311017784542781,0.236904545322058,0.24881691442749,0.12166437255011,0.127645973042727,0.000280112810170189,0.00058555360003867
"R-LASSO",0.231282531865031,0.228736951227722,0.171412020170876,0.169473160595154,0.000159444820530979,0.000309313346656231,0.223758202589743,0.229486354186449,0.159586079135122,0.163071690396218,0.000296241721396587,0.000578202119992679
"R-BOOST",0.230120686067082,0.229617695278107,0.151974447917349,0.151475087492725,0.000156720099953504,0.000316204302301494,0.229546709208644,0.233208523734043,0.161414107862197,0.160427908676825,0.000298376093611747,0.000569805976474666
"CF",0.227645783737182,0.227219282173282,0.118501147259509,0.118736525837419,0.000159960011524037,0.00031369589426407,0.22677734457062,0.228892122191043,0.121827111965672,0.121319864554455,0.000296065951337471,0.000571019937120217
"BCF",0.237810810947108,0.23481984783583,0.140154526274699,0.136606927578726,0.000150656637845056,0.000308921616468044,0.232639432083028,0.242486103736428,0.133455605423915,0.13722962942805,0.000276817530958211,0.00058213371991374
"S-RF",0.334301056599899,0.332409255044289,0.100524757048246,0.114440951586696,0.000149276859140616,0.000302875512975833,0.304187942983319,0.318388165494811,0.081407914936547,0.10105803558516,0.000236621780349334,0.000617293343032366
"T-RF",0.259320878827998,0.260845072617053,0.0963422738234037,0.116406900196029,0.000132775087591758,0.000310384767749656,0.238690214435999,0.255070734785162,0.0824153598097687,0.112713960452603,0.000231306744140262,0.000613080442049994
"X-RF",0.243407592072369,0.237629300983559,0.114614075112114,0.109447721672743,0.000152741525697912,0.000312961608565438,0.234619034856981,0.249473140511067,0.113049662832183,0.126968966299134,0.000274450488496908,0.000579319462691399
