"","CATT_Train_Bias","CATT_Test_Bias","CATT_Train_PEHE","CATT_Test_PEHE","CATT_Train_RLOSS","CATT_Test_RLOSS","CATC_Train_Bias","CATC_Test_Bias","CATC_Train_PEHE","CATC_Test_PEHE","CATC_Train_RLOSS","CATC_Test_RLOSS"
"S-BART",0.344985548580598,0.347289036538176,0.189195193141356,0.190190764705729,0.000317616064012541,0.000579919365778792,0.344915531032239,0.343048016375718,0.18427927748716,0.185460132547372,0.000653909874639637,0.0010519682238001
"T-BART",0.363158126367833,0.38214597335043,0.20109086674021,0.210915026216789,0.000305207748984733,0.000584307145543424,0.356556307931752,0.363259331612866,0.178151049730085,0.187662953218599,0.000633392928047846,0.00106712856074036
"X-BART",0.354173906965709,0.358220664020645,0.204286249345573,0.202553087576593,0.000312651402984968,0.000580007931955089,0.353045207920241,0.351330165377956,0.193085847324016,0.202345457097403,0.000643167086867862,0.00106869103106622
"R-LASSO",0.329616782166304,0.329080403308467,0.257604560376566,0.254720595482528,0.000320257162381578,0.000585423227836564,0.340132475720666,0.338236597367022,0.260379231810017,0.264906349786854,0.000662198809734478,0.00104668214054368
"R-BOOST",0.333203096310725,0.340767266112811,0.355744209462644,0.352705883344543,0.000330537001063372,0.000586823527131614,0.336560090136507,0.340626512233221,0.375773096415014,0.354620174214774,0.000720063679920345,0.00100665595902305
"CF",0.339043851233345,0.338245369508754,0.188840297638767,0.189301100221078,0.000327798217196183,0.000582901948331454,0.340108434373096,0.339908352294965,0.184968606276173,0.185126408893391,0.000664431940293476,0.00105177800586878
"BCF",0.365359943860199,0.364601415421255,0.205607526222454,0.203912614370243,0.000313315881679189,0.000573159729142783,0.361813143847179,0.362942139543267,0.19892066187742,0.204389792165215,0.00063174534757107,0.00107301361450622
"S-RF",0.428626810266917,0.45014031117021,0.144415474441673,0.158140108716893,0.000346207048004569,0.000560984057559416,0.397436504350155,0.415075084213939,0.120433076356868,0.11464343854979,0.000503216857090252,0.00113483506741739
"T-RF",0.369154451337623,0.39963610456304,0.157163147607686,0.19276841571116,0.000277642259319544,0.000570017399379837,0.358814285476895,0.377995368311325,0.136210638037057,0.145516229505027,0.000494942824873042,0.00113028102234189
"X-RF",0.347238794263011,0.350280926173395,0.170091826006876,0.165453931978423,0.00031556202561911,0.000576727980625667,0.341627565384062,0.336101884695139,0.168890099396531,0.163103116063266,0.000615460441196513,0.00107514595436236
