"","CATT_Train_Bias","CATT_Test_Bias","CATT_Train_PEHE","CATT_Test_PEHE","CATT_Train_RLOSS","CATT_Test_RLOSS","CATC_Train_Bias","CATC_Test_Bias","CATC_Train_PEHE","CATC_Test_PEHE","CATC_Train_RLOSS","CATC_Test_RLOSS"
"S-BART",1.37902184786489,1.35253937538113,2.85981827340268,2.85081654902083,0.0573937670350821,0.0551416251991702,1.25951487406322,1.2480063292495,2.8103185152562,2.79952879483751,0.0656177699754327,0.0655703354807019
"T-BART",1.1804462123631,1.12076178684729,5.93971214782066,5.88845378602565,0.0561869062589913,0.0553957051287875,1.16889300517658,1.0927232691715,5.98520205262053,5.91432292977195,0.0628772157403202,0.066677709138067
"X-BART",1.23427276540147,1.19311470890845,5.22344927881078,5.18659007088484,0.0568631974873768,0.0553140455570599,1.23806957391901,1.1438240883303,5.127160714099,5.05832759334455,0.0637325149249067,0.066259260645355
"R-LASSO",1.20123203001321,1.17486175120987,2.7842831249323,2.7858535128782,0.0575320318442669,0.0551506987645018,1.06065380677637,1.0463051536915,2.71628524982956,2.7258253519466,0.0659304294049147,0.0655710745661191
"R-BOOST",-0.509378499552435,-0.521931037146448,5.22545055063919,5.21398178332954,0.056798949351632,0.0554195628854494,-0.501883750466354,-0.694686541061733,5.20870468276398,5.17137744268864,0.0631187017227612,0.0667811087600605
"CF",1.08916314676276,1.08484742014932,2.30032860847051,2.29201654456924,0.0577071925485048,0.0551799736441432,0.895478805937908,0.887489599532864,2.23749332755927,2.22524052871689,0.0664562431166936,0.0653873043686166
"BCF",2.12809177528023,2.09023946403862,3.65432835373668,3.64862172300793,0.0573533236488366,0.055198756307897,1.93709421576484,1.92306681625177,3.54446465008969,3.53129363523868,0.0652394488342783,0.0657207811251638
"S-RF",3.19725488532435,3.19766577299373,5.98361355092216,5.54267044138936,0.0536852411095141,0.0553437738608684,3.17457396420857,3.16197454227215,6.18736814327639,5.47919855813073,0.0572819653129295,0.0663023173027301
"T-RF",0.982345364445241,1.04171214338397,10.1349411225111,8.70667297459114,0.0490759722211329,0.0558851349231585,1.27261286422097,1.17372726525014,10.453980619266,8.75636103398867,0.0486103764049313,0.0681636131876146
"X-RF",1.3342536382974,1.32081609919258,5.6132500208666,5.51147916432847,0.0561750683032548,0.055460118366855,1.2285637373822,1.09849610790345,5.66703597619907,5.42061590282534,0.0611920325231936,0.0662488140063347
