"","CATT_Train_Bias","CATT_Test_Bias","CATT_Train_PEHE","CATT_Test_PEHE","CATT_Train_RLOSS","CATT_Test_RLOSS","CATC_Train_Bias","CATC_Test_Bias","CATC_Train_PEHE","CATC_Test_PEHE","CATC_Train_RLOSS","CATC_Test_RLOSS"
"S-BART",0.0140115668719702,0.0163524576758221,0.340496452437655,0.34169199106568,0.00287957053309159,0.00289444940412192,0.0171549832474988,0.013602241880565,0.338932749853461,0.338754918538652,0.00415332267051951,0.0040107619887045
"T-BART",-0.000783122363562742,-0.0062678458119813,0.896551833192817,0.902247096403024,0.00284832452427982,0.00289471896243305,0.0160631074177082,0.0110230975302567,0.898369007421161,0.903430063840399,0.00408962756913706,0.00406326466797685
"X-BART",0.007844350753069,0.00864296601369588,0.73009572272328,0.724908559427136,0.00286304656564814,0.0028930217274546,0.0286302259384323,0.0418100577783744,0.718665939690282,0.72119774660272,0.00412202193168003,0.0040491741872337
"R-LASSO",-0.00879894117899974,-0.0105116860098683,0.253779010045428,0.255196747886791,0.00287935980387063,0.00288972225098154,0.0106865076690483,0.00982138969798513,0.254261297861907,0.256477748416759,0.00417366777073684,0.00401852656304865
"R-BOOST",0.0655260685315462,0.0607633447349807,0.558476571841755,0.564861217552415,0.00292312520558853,0.0029434649775069,-0.0853149193230006,-0.112514425882114,0.55429350926769,0.564773590005411,0.00408587425332366,0.00393256105325982
"CF",0.0679702191730941,0.0663594603900581,0.418513461261079,0.422170196071392,0.00291905514518202,0.00293117171129879,-0.0600486695124668,-0.0731997265528191,0.426501830463559,0.425815373564682,0.00411796225412691,0.00394436251291537
"BCF",0.00641997636151918,0.00710793948042709,0.40872393141802,0.415945431494236,0.00286686354584806,0.00288501557584095,0.0369223953798512,0.0443127851402082,0.417020713118042,0.425044052002505,0.0041705668261787,0.00403964625178036
"S-RF",-0.0136448518618133,-0.0172317598968824,2.36051666422126,2.13991450191317,0.00247517788968692,0.00294849098784717,0.0271738179644353,-0.0308339605071373,2.50225210979793,2.17776709155212,0.00320411091343513,0.00420607391629977
"T-RF",-0.0165704225791062,-0.0159192624829473,2.36427965800991,2.13114098876984,0.00246833260733383,0.00294646957043328,0.0245430020871538,-0.0256818712622061,2.50921701275357,2.17606649671062,0.00318699543593236,0.00420492376323901
"X-RF",0.0296649741438694,0.0319638775351622,1.09969978717806,1.09186850896556,0.00281438319480353,0.00291613698205246,0.023632080501709,-0.00574646735956113,1.14581840801443,1.08484654452666,0.00388257154149528,0.00404769167318985
