"","CATT_Train_Bias","CATT_Test_Bias","CATT_Train_PEHE","CATT_Test_PEHE","CATT_Train_RLOSS","CATT_Test_RLOSS","CATC_Train_Bias","CATC_Test_Bias","CATC_Train_PEHE","CATC_Test_PEHE","CATC_Train_RLOSS","CATC_Test_RLOSS"
"S-BART",0.409319842905882,0.403889988793481,0.109917265865577,0.0964159144671588,3.25433195546023e-05,0.000270930916360031,0.381313142266704,0.400639248823856,0.158602075753435,0.137248026640761,0.000368209398848465,0.00019570981138499
"T-BART",0.442741108792253,0.392210490568738,0.178726375333242,0.144928615774986,3.9705873052601e-05,0.000251404063876795,0.358881399223726,0.425762569362552,0.104560693238107,0.14018958636702,0.000365116973622104,0.00015154314644209
"X-BART",0.398385045519027,0.386910932036431,0.190079240458452,0.150700847572437,3.25352266646358e-05,0.000258301848770211,0.372569859797995,0.403968621383615,0.153221869190095,0.161032250242385,0.000368707299314038,0.000159982371060365
"R-LASSO",0.358718394416201,0.365228903126207,0.036051940493371,0.0427705404225555,2.41245998850513e-05,0.000253641448685989,0.406813534502901,0.399800630789037,0.0359541251012581,0.0213203145042379,0.000369128860631017,0.000210988584799006
"R-BOOST",0.591277240185765,0.611577844708731,0.0429591727597201,0.0402737287027024,6.78266110493198e-05,0.000298670933005624,0.457412057081412,0.458298777301576,0.14185412599401,0.153766477081478,0.000337861006155236,0.000211211900800727
"CF",0.413000738830769,0.427259666245082,0.135618322701969,0.142850001973062,3.34830223590893e-05,0.000267810145246791,0.431936213931449,0.382118338305687,0.205495033887135,0.193010765362476,0.000385753112507205,0.000187045697415488
"BCF",0.375366948873353,0.373486560632384,0.173442079566624,0.171708297400766,4.1408919272571e-05,0.000238549115836042,0.425380982698132,0.465256325352486,0.192634399353319,0.19864367330427,0.00037732388401016,0.000194438357336702
"S-RF",0.432264851939523,0.572433731673276,0.0796587381485511,0.171166910542698,1.07424147946895e-05,0.000212842908018223,0.379516390085888,0.252182233311985,0.197096316209387,0.0463275991418599,0.000254963055716942,6.20784364255319e-05
"T-RF",0.45448459372131,0.588906478910976,0.0771851687202046,0.15741057529634,1.59935460880303e-05,0.000222540905323148,0.394340083210293,0.261813760239594,0.187523672029312,0.0472382004298627,0.000245319366192257,7.51135076269626e-05
"X-RF",0.41486849789311,0.464879787275936,0.223353835231193,0.240286011367964,2.34293333672435e-05,0.000266587154421276,0.423867978017287,0.312373574326726,0.15090288841244,0.155504758146307,0.000344127094526163,0.000160909928951308
