"","CATT_Train_Bias","CATT_Test_Bias","CATT_Train_PEHE","CATT_Test_PEHE","CATT_Train_RLOSS","CATT_Test_RLOSS","CATC_Train_Bias","CATC_Test_Bias","CATC_Train_PEHE","CATC_Test_PEHE","CATC_Train_RLOSS","CATC_Test_RLOSS"
"S-BART",0.416524431768919,0.416067976770827,0.376947127879345,0.3750662722677,0.00103907803811432,0.00244992414317033,0.421810388139103,0.422340017428542,0.393021864220122,0.393850276114988,0.00155336623992608,0.00358197361686807
"T-BART",0.439518642735935,0.443519407769734,0.253725195020564,0.249554673341987,0.00105645486609852,0.00245429026486034,0.465613205143558,0.464898589444793,0.35367423293025,0.358327770647765,0.00159265303428799,0.0037130730823501
"X-BART",0.42907440187721,0.437624658307041,0.288067614523214,0.286503623537225,0.00105298683623639,0.00246203928928245,0.458089823389221,0.470512896754574,0.35081857259082,0.365665133088714,0.00157672716427892,0.00369782568291177
"R-LASSO",0.447023165601337,0.446910826617139,0.437102045733067,0.437401444893374,0.00103465644852204,0.00243452836718287,0.445158400479513,0.445845802337495,0.438914840700505,0.438072116688238,0.00154948889582908,0.00360710465336941
"R-BOOST",0.674291842782666,0.67028333443181,0.60292691981865,0.589109076972598,0.00127287802434356,0.00276984239919249,0.688477515446886,0.750570795093983,0.552107064208193,0.573210000088201,0.00181141796278744,0.00331013743940735
"CF",0.467971073059089,0.468049831902807,0.454319315978268,0.457995655098969,0.00103561316496236,0.00244126224488056,0.467003529127595,0.467989894617082,0.453083768402583,0.457334045666193,0.00155207206807955,0.00358639258532253
"BCF",0.256999681234112,0.256981378703267,0.233779015306024,0.233637350788804,0.00106509278094365,0.00251805503030619,0.2722952010212,0.271657880397529,0.254227492241913,0.254922738147372,0.00152444258754412,0.00340493180351087
"S-RF",0.206935517354451,0.212880336945446,0.235573803224967,0.223980703144,0.000917162831141303,0.00254520053019178,0.24478889861478,0.260928604580164,0.24639951651075,0.242507563722996,0.00158011403916741,0.00339646387821907
"T-RF",0.49358904340825,0.537236832559146,0.366657383965873,0.390145220090067,0.000920566607887081,0.00258016303164109,0.49094559748174,0.558093096288828,0.295720738678491,0.370702690211585,0.0011826020424123,0.00374255562390306
"X-RF",0.440804163344098,0.482645305258834,0.303033836019475,0.309181728440442,0.00107859370207104,0.00258326309461965,0.478010811746855,0.507086396796405,0.307386457405044,0.355004409871405,0.00148786156667844,0.00367943897658307
