"","CATT_Train_Bias","CATT_Test_Bias","CATT_Train_PEHE","CATT_Test_PEHE","CATT_Train_RLOSS","CATT_Test_RLOSS","CATC_Train_Bias","CATC_Test_Bias","CATC_Train_PEHE","CATC_Test_PEHE","CATC_Train_RLOSS","CATC_Test_RLOSS"
"S-BART",-2.20263643976391,-2.19796121296302,2.54096465919196,2.53562238489885,0.193127670551749,0.193329695870392,-2.06935424281679,-2.06738196689534,2.43690825243683,2.43903142713262,0.205661444916725,0.205355691465028
"T-BART",-2.41956686093069,-2.41660172109082,5.40885893353926,5.40463434734107,0.191728526949942,0.193302653368864,-1.94220494360056,-1.92393687947881,5.44461182869223,5.43819322093237,0.202764290848151,0.205982888423165
"X-BART",-2.12039435560351,-2.10392913276806,4.14743491635319,4.13384442772288,0.192446737584508,0.193366742650386,-2.09690085361762,-2.08734887866111,4.20533497074885,4.23066775800463,0.20415742099442,0.206455668430418
"R-LASSO",-2.08217946114032,-2.08232172084929,2.20253718349837,2.20472484821886,0.193287735296573,0.193312798790696,-2.09659801015807,-2.10135595748445,2.20500717265601,2.20965393692009,0.205984340590044,0.205154385980406
"R-BOOST",-5.95116508275209,-5.88267170118312,10.3367824127994,10.2612031321142,0.190169170659996,0.19383992445849,-5.41878210916666,-5.57592198580707,10.182262681693,10.2852435423413,0.197168263661181,0.208657170665499
"CF",-2.22650716919707,-2.22027343132215,2.43540764910606,2.42390041003245,0.193353269047501,0.193332109984991,-2.22928491422631,-2.2203151609081,2.45533525284534,2.45188098775235,0.206276530346365,0.205206078912334
"BCF",-1.27573163805139,-1.27196302406416,1.51353052292759,1.50889535318679,0.193180942755007,0.193289875786763,-1.23665489488659,-1.23695029909915,1.47174403699275,1.47607267729861,0.205912771967236,0.20527405130788
"S-RF",-1.39025995435444,-1.33958972302616,8.06871145593657,7.19732840775262,0.179866198846708,0.193540171849185,-0.720817969877216,-0.77390663148133,8.90231988289319,7.43655785498919,0.176957101840676,0.204884376086297
"T-RF",-2.45920547620983,-2.33156010290674,18.4646850747175,15.9891424793382,0.162396829166705,0.195620506245721,-1.50303894712637,-1.61081641583103,19.4647892370957,16.4910676735583,0.147278510388281,0.209400670200735
"X-RF",-1.83679751679719,-1.78529081789926,9.21745087463931,9.03594387859581,0.187919375062421,0.193927832682714,-1.54006901549408,-1.55903921204919,9.76095511941401,9.33930111912229,0.189403551207782,0.207245752400585
