"","S-BART","T-BART","X-BART","R-LASSO","R-BOOST","CF","BCF","S-RF","T-RF","X-RF"
"1",0.211629416069703,0.209761542252897,0.211087803569229,0.211723847159951,0.211125471379054,0.212019558777774,0.212015134982143,0.197794353732624,0.174270052156223,0.205477464317546
"2",0.211706344633962,0.209198346516124,0.210863809095318,0.211852114642321,0.211487978950566,0.212271027251431,0.211999199505015,0.199353343258455,0.17651766084162,0.205850072405127
"3",0.201643288206382,0.198801510265172,0.200096765135791,0.201932065723276,0.196836329919913,0.202279791791312,0.201574846757502,0.189217446145777,0.164400341406138,0.194424929999679
"4",0.204010996370796,0.201840413740833,0.202674478152685,0.20419619257677,0.189397771417315,0.204602163179224,0.203873210816751,0.193118596577485,0.170580699766926,0.19788396847099
"5",0.206047613257364,0.202820058983222,0.204335755697124,0.206382660172605,0.202978444601876,0.2067546877649,0.205907276562093,0.19265109633428,0.170481743676534,0.199432136882227
"6",0.201032819512245,0.199256525147741,0.199977536873607,0.201224355115072,0.200755154266292,0.201581386993565,0.201022176270084,0.191308420311819,0.16779582921699,0.195469708158631
"7",0.206288921780381,0.204022162280154,0.205065185535035,0.206043357946486,0.202843758556509,0.206746603067339,0.206270365609042,0.195564178588291,0.171749996572619,0.199631404181024
"8",0.200824896059587,0.19902777007719,0.199647069128835,0.200995674192629,0.198997016844654,0.201325235120731,0.20078086463402,0.190229265672917,0.166968156355044,0.194225966876804
"9",0.204117060402659,0.201561663413915,0.202836308446389,0.204296402474505,0.202602948682069,0.204672074292275,0.204173873848808,0.191687222196077,0.168173208288709,0.197906293751226
"10",0.206507395353934,0.20433961226121,0.20546679599951,0.206748824223646,0.202947698262477,0.207074237895292,0.206435713797059,0.195847028605274,0.17198497405353,0.200927492847753
"11",0.201850258567519,0.19976874727772,0.200841853154527,0.202081582823696,0.198197687144053,0.202371090562776,0.201642489986555,0.19064994811935,0.167980472230856,0.195400997395414
"12",0.206218327841126,0.204917505189205,0.205788967849787,0.206300173198541,0.203281450678299,0.206627710636564,0.206356932013994,0.195675751038531,0.172481048785488,0.201476427457414
"13",0.208176553080637,0.205434495593429,0.206502860921198,0.207996616682357,0.206779314279101,0.208693366028186,0.208137746523725,0.194524362885141,0.173516915870182,0.201864070244291
"14",0.196787056702393,0.195195098460444,0.195978703480895,0.196846963021927,0.190772820292826,0.197204857606806,0.196719358358391,0.186980360251369,0.164490381439586,0.191296323490475
"15",0.206874018580729,0.204455553508492,0.2058277779462,0.206952875771832,0.203752865157837,0.207298316218139,0.205708059612244,0.187130935557063,0.168428080974491,0.199028076738063
"16",0.219066133489034,0.216226127259044,0.217481533443199,0.219242557616826,0.217536502263549,0.219619907097194,0.219098829239759,0.205317650829572,0.178760720910334,0.212298722532408
