"","execution_time"
"S-BART",58.3063939412435
"T-BART",47.8398443857829
"X-BART",91.6514874299367
"R-LASSO",0.215413649876912
"R-BOOST",1.79970848692788
"CF",12.1276557445526
"BCF",1.29755036698447
"S-RF",0.271031538645426
"T-RF",0.252724965413411
"X-RF",0.515972932179769
