"beta_0","beta_1","beta_2","beta_3","beta_4","gamma_0","gamma_1","gamma_2","gamma_3","gamma_4","delta_0","delta_1","delta_2","delta_3","delta_4","sigma_sq"
0.4,0.05,0.02,0.5,0.3,0.1,0.01,0.005,0.2,0.1,-0.1,0.005,0.002,0.1,0.05,0.1
