CMGP,NSGP
-0.060133596049916443,-0.09965405217233289
-0.05210557706932124,-0.037553442155707606
-0.12395412629745205,-0.12408910272741772
0.10140826372303474,0.11125477914354094
-0.008219447246728247,-0.008190129495331922
-0.04191946442251765,-0.055081061813314756
-0.07872491838264058,-0.07866320042861852
0.021041235560849605,-0.0028308783432082056
-0.28678784561600035,-0.2751173579015993
-0.11708113651564202,-0.04072314361098866
-0.13663369069927786,-0.1366231483159073
-0.17761887321064265,-0.16438207058662094
-0.01962655624115473,-0.015064318563673434
-0.1100603751784374,-0.06655335310603662
-0.08392513012080315,-0.03278910404897027
-0.19783511983955812,-0.1922208620465322
-0.10168746329616916,-0.08357819334608668
-0.3119904024062743,-0.3024235378724804
-0.010778595088654494,-0.06664121328823622
0.08352802060894311,0.05849847247675543
-0.058702929066527486,-0.08844860027637816
-0.03889293778622892,-0.03869001248126252
-0.01981456640778529,-0.03476974716972782
-0.04369408465501005,-0.04371733268842578
-0.23469595246473443,-0.25539909320369747
-0.10849721504840147,-0.023194539405790367
0.13689971741125734,0.086304542753723
0.08607470951223781,0.05908908134174771
-0.09632731770963386,-0.10399686323887562
0.07697619825890646,0.13810332741946615
0.006589312997515781,-0.05346731162824936
-0.08870204498047436,-0.12200477426388166
-0.001457292670803667,0.028648791191053652
0.06136699602594269,0.017436611713737463
-0.1572975610790589,-0.1762406420366962
-0.01249068308765873,0.02467580679435553
-0.12320059129927954,-0.12168568874962304
-0.28983487429661536,-0.18866284662645746
0.08731555198346765,0.09903104290363855
-0.20599676444259551,-0.17125769278333722
-0.07556033410135128,-0.0786680281481323
-0.017541881296548593,-0.033027925440734435
-0.01220313882735611,-0.04638753511092746
-0.0033549728137092344,0.01355632028115482
-0.06965197785065659,-0.06476335802246218
-0.040623306393669414,-0.06553851264881107
0.15148284511204932,0.07797313217992105
-0.10551553746426368,-0.05878837159677204
-0.08510973317996018,-0.04805338372109204
-0.027304592828461444,-0.10329904745377091
-0.013742042398677346,-0.004500231800331191
-0.004535590058515046,-0.026130948871909556
0.24807310696917612,0.2115530941826267
-0.04496472307452552,-0.04424918242259638
0.1424285904203584,0.12940038250405517
-0.02593949142281453,-0.01949933727187984
0.0845456163985473,0.046523159523371264
-0.0820165141749881,-0.07058579647179013
-0.10316057411713196,-0.10455731420198391
-0.1274061449002877,-0.12764253047398935
0.0670887282207881,0.0619676811811782
0.16555476196245814,0.15264996500438563
-0.07527509290632184,-0.06250499939943192
-0.009845758650313306,-0.014733193858934976
-0.23326136308059142,-0.2032326196405873
-0.10453639905300764,-0.10966817048526416
0.0246128898897236,-0.006189075333787278
-0.029835947588584637,-0.05219559417550451
-0.2013022705186009,-0.19315257275991946
0.041435350259029634,0.042206455523810145
0.08946408220354816,0.08886880250307853
0.027129119357362327,0.05337613311975597
-0.09506539969620424,-0.09347353816678393
-0.07215791635906497,-0.04669465384790267
-0.029120972762459424,-0.024307499744798445
-0.06718000951147875,-0.04118843529885406
-0.08729823783755196,-0.08251602965023111
-0.16531898635607525,-0.21193494907401134
-0.0903022206235742,-0.13579274987896903
-0.0022284524596016095,-0.0823119280367273
-0.20146031753338942,-0.23340926158615688
0.07150921359323832,0.06663874538236768
0.05715117527688179,-0.017190613823060502
0.009417050167821055,-0.025744094613681087
-0.17685213285641777,-0.18324030183868498
-0.06195132646265907,-0.07223116506853061
0.038970994156370994,0.039174261670678626
-0.08818749118384443,-0.08863353001912165
0.08134503274780126,0.13757215986372923
-0.0007556657240250927,0.030482893383330538
-0.11625911403251704,-0.10973168157651965
-0.052268425850805676,-0.033857424239740155
0.133078592313059,0.09073095838657622
-0.22014728601112812,-0.22156533237332082
-0.06165950214833298,-0.026915883697060862
-0.06719309729915963,-0.06687320042373385
-0.11148255589599909,-0.0963152793797757
0.16017777989459875,0.06957835594581821
0.009657006923489614,-0.0044137067342304845
-0.11274336253543127,-0.17869611858548812
