CMGP,NSGP
5.935305637900373,5.935113640209887
5.935072373705782,5.929709936047306
5.956171947713462,5.9558773471712545
5.9197664300139925,5.919482715173335
5.927459397116693,5.92489478545034
5.9281555331003695,5.929089344026104
5.914869426814637,5.914984643175633
5.937580289133183,5.9374513275336565
5.936161171056747,5.935658093120291
5.933197337505238,5.932139357401025
5.940533186818199,5.940541539626146
5.964010863268482,5.964117108582616
5.935439953848591,5.935988282647287
5.932450415851197,5.931394725921052
5.918739753582303,5.91863569584189
5.942033973901481,5.943817537578628
5.954607613106917,5.954919663359081
5.930433235806597,5.93055119517535
5.939765968541247,5.940072894008639
5.917397403147625,5.917438011990302
5.935323704679721,5.93246414087103
5.92294085290489,5.923014433003667
5.94430545937826,5.942203825885135
5.948891873151477,5.94881843704721
5.948632939732777,5.948669760061383
5.956953343474581,5.9539461850337085
5.942555451394324,5.942653526208781
5.947822701147843,5.947826449314517
5.901080392865406,5.949609082606409
5.923972552126584,5.923852273218253
5.932596199683299,5.932582242893879
5.925526634298168,5.9254922865569615
5.9286386998874745,5.928325990259114
5.942863733697093,5.9390895404480455
5.943103910739417,5.9431032566094855
5.952389616304855,5.952414327010024
5.951079782881238,5.950450802892719
5.932153177886732,5.932372793184
5.953272264185121,5.947231334734425
5.935401097034554,5.935122197750742
5.929062931087601,5.928946885969307
5.943015126601278,5.93352628831408
5.9534291562850346,5.948897548278393
5.937285860253594,5.937348829757021
5.936694692392753,5.934958316407007
5.934394124040803,5.934096468075019
5.9600318612232455,5.959978646296017
5.942163551077,5.940416707896748
5.929494404336825,5.929481107909299
5.943593597493841,5.940877583012824
5.939352266942009,5.9367547251981
5.945917889323561,5.946373295744675
5.93488227226645,5.934858473564208
5.939972560028186,5.9394474193213105
5.953146584167369,5.951246596605465
5.92145901731967,5.922351523105909
5.945766368872404,5.945451206792556
5.934902175096049,5.9347770826660335
5.9529715513073755,5.951497605656312
5.934916629874754,5.934779589265111
5.939264395856652,5.939163336813479
5.9278280591552,5.927761146941187
5.940868917736346,5.94075460202427
5.9436835266415855,5.943565780103892
5.949329854162997,5.949424910108192
5.96101421248747,5.961153632003773
5.937099236750618,5.937036493911539
5.942448400558069,5.942606422496939
5.944124086279529,5.942918808676698
5.956269903691349,5.9521884241386855
5.928910519148372,5.93026504780782
5.911660358222918,5.912086011653896
5.944835295097418,5.944029783529266
5.940984333108891,5.931483288554693
5.965705060708031,5.96570467122512
5.9174583951624795,5.91655859682039
5.949676162875724,5.953829443098805
5.964386498235001,5.964462106499616
5.952037774357615,5.9521686181874935
5.944157634440043,5.944034630786213
