"","CATT_Train_Bias","CATT_Test_Bias","CATT_Train_PEHE","CATT_Test_PEHE","CATT_Train_RLOSS","CATT_Test_RLOSS","CATC_Train_Bias","CATC_Test_Bias","CATC_Train_PEHE","CATC_Test_PEHE","CATC_Train_RLOSS","CATC_Test_RLOSS"
"S-BART",0.0426198195706934,0.0440530171375417,2.38762673213387,2.37735071169389,0.149383846706216,0.14094696131487,-0.505010633123825,-0.489699908322282,2.42580514363814,2.42059457571129,0.190095578917196,0.188305993924134
"T-BART",0.701993623004426,0.596940702302908,7.35977966109223,7.32272230988443,0.147539033982368,0.142095437399054,-2.66256049564891,-2.73354366507679,7.88577793978181,7.87301811330045,0.182094628661512,0.188320638924177
"X-BART",-0.800720464249068,-0.87289644861365,6.41972712279813,6.44622158255434,0.148746890284412,0.141954376899331,-1.55207450356401,-1.63286954803647,6.58509360320865,6.56787793753263,0.184526735124489,0.189622671401936
"R-LASSO",-1.23717196820214,-1.2203610437847,2.5730460797526,2.56273946989876,0.149398113670382,0.140727898794972,-1.46932629917936,-1.45358653881331,2.67191516917578,2.65680376964163,0.191051431379982,0.189003973335213
"R-BOOST",-5.63015805119189,-5.43858194878606,11.9362872086646,11.9287761758937,0.146394447648106,0.142299386945954,-5.75529681998953,-6.08050859133214,12.1902737084108,12.3322819781447,0.178769029302229,0.194798163228532
"CF",-1.48213393224556,-1.47346489154066,2.78865575757139,2.76712258252114,0.149756707324105,0.1407572279787,-1.70308373348826,-1.67328626340228,2.92312433663687,2.84817919890516,0.192980742839149,0.189214943747211
"BCF",1.7396265674631,1.71496470132685,4.42478594877122,4.37146788040813,0.14958806578335,0.141446174398283,0.917338930876498,0.912661613594636,4.30957294134141,4.27123391331841,0.186563070660753,0.188592113039613
"S-RF",3.70079277466626,3.68664946154679,6.18134019923965,5.77690747270865,0.143629136502659,0.141171221538772,2.58172774274064,2.23705372657303,6.11344051223587,5.25656883498269,0.175116852602162,0.189705706574832
"T-RF",1.02349219361006,1.01412765574883,16.2790483261818,13.9108847932717,0.129038405387558,0.142222906369946,-3.07597312401316,-4.07661234445433,17.2309684700291,15.3565525592667,0.1464976966258,0.198424782362931
"X-RF",-1.50740681419102,-1.5892483729019,8.3434581458989,8.34016320706432,0.146469546823865,0.141513544189275,-2.11220981698047,-2.38351745210583,9.04074600443793,8.71595689990455,0.177560010221946,0.191069715560314
