"","CATT_Train_Bias","CATT_Test_Bias","CATT_Train_PEHE","CATT_Test_PEHE","CATT_Train_RLOSS","CATT_Test_RLOSS","CATC_Train_Bias","CATC_Test_Bias","CATC_Train_PEHE","CATC_Test_PEHE","CATC_Train_RLOSS","CATC_Test_RLOSS"
"S-BART",0.241692337543851,0.246695435541943,0.187464507000418,0.190274115303589,0.000746067280176236,0.0017504634640261,0.246113277159053,0.245701759293327,0.204158129361738,0.204278423801508,0.000847592885668438,0.00201601226276895
"T-BART",0.245778528078809,0.257953420201124,0.152271572327947,0.162620473347231,0.00074144605657951,0.00175560840592269,0.254035784252951,0.248661619112108,0.154554609847292,0.168317799833923,0.000866077057856798,0.00204015566610213
"X-BART",0.24172853961417,0.255130089104258,0.167267649949591,0.173635576020503,0.00074489063164196,0.00175884901622541,0.255505514497466,0.250990310134226,0.166105831954814,0.176971681874922,0.000863120994771007,0.00203831117262259
"R-LASSO",0.248732001347494,0.25385486343509,0.311509059755998,0.319060303097107,0.000751874839950693,0.00174854270480328,0.251153212937654,0.254159563441118,0.280793472108001,0.279973980499078,0.000851273403614189,0.00203039325194246
"R-BOOST",0.369333450382906,0.376237873211066,0.370513938902585,0.371240473175794,0.00078802322808747,0.00185225416322205,0.373371847574997,0.384839537748926,0.367833406317564,0.375360275874357,0.00127684830186796,0.00190114905989972
"CF",0.248635700567597,0.248994569674608,0.267395568415653,0.264629074230875,0.000749648443774838,0.00175621362790863,0.250437436664061,0.251211715815133,0.266050968844792,0.265413113905055,0.000847214371621001,0.00201192360419913
"BCF",0.252569958980252,0.258519837514427,0.211483618253814,0.213716563403988,0.000748349078264345,0.00174377630901204,0.26359082921299,0.264122053583663,0.221438248302646,0.223753213268358,0.000832228876510581,0.00204679550641908
"S-RF",0.30623356665765,0.316577368422792,0.270891298476086,0.249569538298044,0.000899925353895387,0.00172612530694707,0.311069338234816,0.325510216544576,0.29893514537652,0.297077554032737,0.000564402025459518,0.0020913696383992
"T-RF",0.266038377425412,0.288256034506999,0.12257233283108,0.133521667754553,0.000606568757989318,0.00171094952654732,0.26130533413548,0.285242271515887,0.128195420611572,0.179827104962398,0.000694930854584782,0.00219668742434451
"X-RF",0.253211957381183,0.27394486203687,0.178032502429604,0.189169777013438,0.00070291762700318,0.00173605068129137,0.258655656703296,0.275139845962509,0.174352374140382,0.201669875517323,0.000845987619548639,0.00210866294520221
