CMGP,NSGP
5.803573015513206,5.80339592505518
5.813831866284513,5.814226321182969
5.7973279071244175,5.797081102622146
5.815177560514457,5.821440735582466
5.79754319471221,5.797200337384195
5.7965026980204035,5.805126350316546
5.841560399913322,5.841620508777163
5.818884999068024,5.819380535872284
5.81269781041222,5.812449968622143
5.802727052794158,5.803581976960247
5.807721183278643,5.807728482652857
5.808368980449756,5.808430797093404
5.783412021682576,5.785105931454415
5.77716514291483,5.776680380543982
5.771222164788483,5.771481091281241
5.815717842699243,5.817344980221748
5.790990366947325,5.791253342916021
5.803179732668387,5.803283350949731
5.800846550055179,5.80107332816499
5.771827992105164,5.771861170015897
5.8090172007812155,5.806639391547932
5.843402990112051,5.843458459747599
5.775961192063755,5.8006218789497055
5.811336078193079,5.811280745564729
5.795214455698539,5.795246950149621
5.796462051721761,5.793917949162363
5.7854523648198395,5.785698111623509
5.81894845868017,5.817770568119911
5.76322606152797,5.7617923976443075
5.8109320667337965,5.810826593580146
5.814203409624294,5.814208493264759
5.805941013914705,5.805837098620727
5.793656929435926,5.793400185072302
5.787398794520119,5.786759532227181
5.793665107554294,5.793664548246748
5.788505726124098,5.788527540853425
5.823523111726622,5.822811459558483
5.759680350448857,5.759840352084721
5.769319671515346,5.765279587918508
5.818565020914535,5.8178717394764785
5.784212465048388,5.784111394079438
5.805795063068835,5.797406814493464
5.791030538249961,5.78711214532074
5.8254298445628905,5.82549542825138
5.819402991944672,5.818249271427184
5.76577072068497,5.766122605736955
5.812417587349838,5.812651807876869
5.793204645146315,5.791664189081133
5.793516485455268,5.793504905236945
5.795051761102173,5.795743655096988
5.781340753781458,5.779072729070843
5.785778164089857,5.786171242154368
5.802691577165318,5.802641656951415
5.811388141513781,5.812782476864331
5.78049374896238,5.778859578931408
5.79241379563862,5.794015274495812
5.832052360730789,5.831943705386954
5.767758814016753,5.767655055430718
5.783547077805344,5.782874985568898
5.79498064113574,5.794884057685029
5.779980267787606,5.779927483559308
5.779499899907349,5.778853321675229
5.811795931179554,5.8116925072422685
5.795441192622548,5.795400600669367
5.818655264710435,5.818736712460022
5.81605671839174,5.81617703400214
5.799033659750915,5.799059283799261
5.824101149038738,5.824376789205575
5.77999804517469,5.779457138126199
5.763507645535546,5.7617191715078295
5.7781670626713995,5.77937630436059
5.7727517903819034,5.772282465906113
5.818762715105482,5.817948664467228
5.813851039537549,5.815870414408301
5.776676767143142,5.77674078588641
5.798376456179282,5.799072053073208
5.770571931395742,5.770401516785473
5.798253248036122,5.798321406406442
5.790971557586701,5.791088091822068
5.792377286217572,5.792326119144226
