"","CATT_Train_Bias","CATT_Test_Bias","CATT_Train_PEHE","CATT_Test_PEHE","CATT_Train_RLOSS","CATT_Test_RLOSS","CATC_Train_Bias","CATC_Test_Bias","CATC_Train_PEHE","CATC_Test_PEHE","CATC_Train_RLOSS","CATC_Test_RLOSS"
"S-BART",0.244250390454949,0.246155692690448,1.48181470398428,1.46194529916186,0.0113390367873726,0.0113790831946342,0.190443705741674,0.193733820998623,1.45709826154929,1.46342382658827,0.0151443152530662,0.0154273345696129
"T-BART",0.100452743642993,0.130662817276828,3.14456901691395,3.10517441765429,0.0109878439814985,0.0114068466776457,0.161592402558989,0.158113756980389,3.21090927000841,3.16746749080105,0.0144014438220303,0.015823686813618
"X-BART",0.190207430452331,0.215519090771777,2.64634903701955,2.60749510208443,0.0112058705650154,0.0113907416565517,0.195830794724575,0.201155394806081,2.64747319380807,2.62599329718765,0.0146798856304573,0.0156694884009306
"R-LASSO",0.198889193666137,0.196424587156547,1.27856877200635,1.27652394452438,0.0114229381133154,0.0114144462762994,0.0372158811766633,0.029962018545305,1.2573286642366,1.27149259454459,0.0152291927119354,0.0153580834102916
"R-BOOST",-0.170923109485647,-0.166593189880213,1.24127852374908,1.23428189588966,0.0114445392513237,0.0114595407077343,-0.364115422409461,-0.361518337781972,1.30524086087876,1.30901449083717,0.0151046623785694,0.0152903125091121
"CF",0.125419122384901,0.122652278051907,1.0590970295836,1.05506877245545,0.0114884124797786,0.0114500493409522,-0.0785934911224132,-0.084619836881896,1.06647142096054,1.0705780855195,0.0153062732777507,0.0152521124479269
"BCF",0.466609062794608,0.478408927086531,1.80477950591259,1.78038688178386,0.0113494337009716,0.0113987896378563,0.340774153513729,0.347860265706448,1.77327093744657,1.7855168289453,0.0149829818340708,0.015442658512389
"S-RF",0.847281512555545,0.86999125910298,4.04775963302397,3.61149090798477,0.0100293225882197,0.0114311468674724,0.979627568880069,0.96950811905843,4.20942158544465,3.65280921108949,0.0122862941708636,0.0159770491721946
"T-RF",-0.00935174027330797,0.0198269447059241,4.52001518185292,3.94898262198108,0.00975386842667357,0.0114671675678111,0.168034066733459,0.133102380999924,4.76355678339829,4.03931544195488,0.011640044632281,0.0160840287150322
"X-RF",0.188798742501648,0.204224536799333,2.48474701333975,2.4078825130866,0.0111414403630287,0.011426258511888,0.12274012900666,0.115822743289755,2.54935203198801,2.45113431656241,0.0142713109227954,0.0155542213549423
