"","S-BART","T-BART","X-BART","R-LASSO","R-BOOST","CF","BCF","S-RF","T-RF","X-RF"
"1",0.652138876920732,1.43306369416728,1.05300142599557,0.795119084088778,0.705426917901427,0.625252321115833,0.653461790348203,2.16868426610466,2.22588032981142,0.974724761176948
"2",0.738949155075621,1.66343958922493,1.34432356556407,0.724324889084669,0.721425665438693,0.73522194821117,0.867906963999494,2.26925798920179,2.26971363611473,1.33455742693098
"3",0.873290403429148,1.55551125269068,1.42785530053178,0.592014125950661,0.586023176395469,0.546758954329837,1.18980905267472,2.35991705472619,2.41277602709598,1.39474058041036
"4",0.951326944734114,1.688972959844,1.24232652126588,1.21725245787888,1.5021941765511,1.16646614779271,1.37589684875766,2.60155113323443,2.64687200580825,1.48028787304966
"5",0.924084729561924,1.3465371572577,1.19615490652349,0.969714211874708,1.35299600245669,1.12443655640363,0.759655134366393,2.40578611928462,2.47210800253264,1.45927189438372
"6",0.951703550621037,1.50562889995751,1.23441239110044,0.714500781100354,0.687554504456259,0.712811466960637,1.020317068491,2.20408608191007,2.2066899902497,1.19223814941594
"7",0.785625685336089,1.73972340114513,1.34998799439195,1.02740865503686,0.540343804632964,0.579096323096411,0.933024934326357,2.38834650625751,2.45002183089911,1.07886856440413
"8",0.996290021614077,1.65740805297693,1.56238005315734,0.895936967875703,0.904270252708754,0.874710360942318,1.44820549045163,2.41513952706324,2.42577325444272,1.30813641595489
"9",1.20238743547884,2.08475956203765,2.00056251453013,0.577495175385659,2.8160304520783,1.39834717991282,1.89016365476459,2.68640621294575,2.68740235962387,1.96979574226421
"10",0.32014346975516,1.03193002955241,0.692426336089162,0.627431139386033,0.693328507137686,0.612972054431966,0.400875999611697,2.05772129770593,2.07460292287179,0.784745637227227
"11",0.624906575302211,1.25675102541363,0.972696938401575,0.447577510963864,0.521179322729153,0.608716302937937,0.875627045032325,2.19558411433185,2.31072045025872,0.987133641615167
"12",0.666894040607631,1.34682425658938,1.11274302876281,0.573986094533151,0.593482896661864,0.559048689838737,0.764734139086338,2.09101362411088,2.12940864543575,1.00863436364647
"13",1.32527778934295,1.98425666809056,1.65528385883635,1.32138611483427,1.39102307277666,1.37092958487884,1.59059258799525,2.73115914519533,2.75285541781769,1.6172660248197
"14",0.730951568091416,1.46860909798338,1.24118946459607,0.82524733862058,1.03563571274392,0.937147027534201,0.886566353340107,2.35321480106282,2.42320049464762,1.13121509661145
"15",0.720314059927294,1.46761190402431,1.14124694223841,0.613344673052206,0.67589748336439,0.596989176862641,0.899943759841393,2.31188834895827,2.42039175325152,1.18800879714624
"16",1.1710065812637,2.14649209200358,1.57915622984696,1.27676165270838,0.551980728193769,0.847254911076533,1.33505415455275,2.560415524556,2.63771408053295,1.53330328239472
"17",0.699899231646749,1.89588655786858,1.56728542838548,0.687166781340307,0.543077825617559,0.710991942668782,0.87246041507365,2.51320045180804,2.58998785820968,1.51864646122987
"18",0.749089333302581,1.69722156541979,1.18956635971092,0.62802967939543,0.544104275954563,0.544977581209242,1.22297626775445,2.51784443940906,2.63356955930459,1.38451257684704
"19",1.67030870043577,2.47180289660856,2.28259422758304,1.89514147033576,1.61195651530699,0.797177555711827,2.13664717891754,2.87179391001194,2.93313676169469,2.25300835306203
"20",0.577586029110157,1.5823529566495,0.920490329344647,0.587543751366011,0.799518111137081,0.696120349691117,0.485424579535777,2.31118092879971,2.37011494555047,0.985095510466161
"21",0.662045729971196,1.55455011872563,1.3188629978302,0.49540507248662,0.557313639030648,0.568282098494149,0.850469877519161,2.19621990765267,2.25396868809448,1.01948534925151
"22",0.740568126778898,1.31785717947781,1.11797363070651,0.782810824456373,0.651050274698709,0.670454737119644,1.28097328718982,2.15195785280589,2.18814541377576,1.2081925861224
"23",0.902257606932104,1.8302267891138,1.40774065087397,0.907318270445779,0.981646765466304,1.03717742758431,1.06731036583476,2.47872229720811,2.5383457820753,1.17341732335135
"24",0.41707538280308,1.6489155387963,1.29680375019796,0.631355080942186,0.914505762903034,0.558853950890235,1.00409005656853,2.41586357705304,2.49052818505341,1.32524249334726
"25",0.665392668350929,1.24122711793965,0.882556802413498,0.587942417236187,0.539027466912984,0.611204977845741,0.796388117006195,2.12980405620851,2.21418222323166,1.07079831062387
"26",0.559136852741044,1.70746389609188,1.34779270460363,0.580270568513387,1.04710173163512,0.580207040355944,1.07389435584889,2.72477706892918,2.79739325910174,1.27023941012505
"27",1.29321306824319,2.23530416666733,1.86279463826671,1.12032109759859,0.74442910660403,1.06283867440182,1.48213308261141,2.86544869420471,2.99252516416201,1.83963229675449
"28",1.18149218868614,1.84744972194075,1.58958421654368,0.992775355433256,0.958869232056139,0.930741267262219,1.32842592289128,2.56161343999752,2.6365999899984,1.53349066221016
"29",1.15136103683076,2.14449553902221,1.82662918800427,0.643818047924807,0.573049007716856,0.62142553983226,1.38401347162649,2.4785609257683,2.55106974133119,1.36343876408512
"30",0.654765661959818,1.83191335921605,1.35263302549842,0.774967084668339,1.04783494576218,0.946463688444117,0.908725937139575,2.35879680993941,2.45115925413713,1.29639208130929
"31",1.19349208070875,1.94543318605043,1.68602930594845,1.27296162640113,0.758822556760946,0.934182377572594,1.32894754655729,2.60858943233562,2.64763229949957,1.45896568603604
"32",0.945361001651043,1.73341346467409,1.35101656210687,0.827329454367735,0.664672934364681,0.901096915036895,1.19197941170725,2.51533038831565,2.56206777395106,1.5077618257911
"33",1.27305027734455,2.38250027011261,1.82802583927395,1.42969085598414,1.38919889133099,1.35648586945568,1.38861561634143,2.71199321173196,2.7895923411317,1.38109507430698
"34",0.56496996782764,1.80301538890083,1.17648199422336,0.575972436848007,0.672606618277988,0.642111595970723,0.627029875826641,2.34821219139077,2.36924557005922,1.13845315329758
"35",0.741030084479756,1.74458704097017,1.47359768476155,0.658223135255567,0.544759349781684,0.558387857875315,1.10531001941319,2.43599850020763,2.55316741813668,1.19606477442479
