"","CATT_Train_Bias","CATT_Test_Bias","CATT_Train_PEHE","CATT_Test_PEHE","CATT_Train_RLOSS","CATT_Test_RLOSS","CATC_Train_Bias","CATC_Test_Bias","CATC_Train_PEHE","CATC_Test_PEHE","CATC_Train_RLOSS","CATC_Test_RLOSS"
"S-BART",0.669244283850866,0.665742103074203,2.08853687260581,2.09161071475376,0.024169239141531,0.0239304794341735,0.633602440103529,0.647312861105523,2.05656331601688,2.06077333550115,0.0304160554645952,0.0312787097688096
"T-BART",0.485838314436218,0.502524663625258,4.33907172744266,4.32747721989866,0.0234929699257311,0.0240182585687388,0.611390867795348,0.661842136592676,4.42371995802287,4.41923981800157,0.0290001829792316,0.0320257924345042
"X-BART",0.573090185542517,0.583737230529348,3.76183876899248,3.75030546692335,0.0238867887602558,0.0239739510828164,0.657673443007124,0.686047355206987,3.7263818024554,3.72603100284997,0.0294889924551161,0.0317945799171127
"R-LASSO",0.559121572311548,0.555864246235319,1.9917103939118,1.98658014936961,0.0242543796981963,0.0239543515534957,0.453540611794908,0.466460911259248,1.97420450671612,1.97582462374566,0.0305789518561109,0.0312505634042394
"R-BOOST",-0.320669773780238,-0.326412456332718,2.64059492663922,2.63336806424006,0.0240493655245017,0.024007230068008,-0.423446597921108,-0.412241091067499,2.68662412503639,2.63177332851358,0.0296290998468538,0.0313755215592463
"CF",0.482729701169441,0.478978059654737,1.48647117938725,1.4779704825665,0.024384815776264,0.0240001427701766,0.270599976684255,0.280974603186662,1.47289736452505,1.47023066467854,0.0308200233280191,0.0309935560552643
"BCF",1.07467320167543,1.0789678585746,2.54687345081179,2.54622228385178,0.0241646738103602,0.023969182952874,0.956077475769327,0.982780549711366,2.46612332444716,2.48821461861652,0.0302168861517532,0.03133238485995
"S-RF",2.01168181413746,2.00075220340695,4.99068843538176,4.57258383377109,0.0220216541649599,0.0240870283760499,2.12127594447126,2.18586366710945,5.16854917572243,4.65598573661548,0.0256059872827435,0.0320230015596038
"T-RF",0.322443040688909,0.363280490634439,6.55811760502511,5.69903246139321,0.0207126112722885,0.0242250579679156,0.637009470177924,0.690116172589634,6.8813036044093,5.91104410473618,0.0229552642749932,0.0325307808738372
"X-RF",0.61428487157054,0.639024722767045,3.58643752897882,3.52962534385587,0.0236880958867164,0.024030774520565,0.597721317903326,0.663569466261822,3.66614586056755,3.5253011867239,0.0285838049541162,0.0316123407847471
